AU06_r,AU12_r,sigmas,pis,as,bs
0.020828056466375578,0.11903758867855356,"[[  3.24388185e-04  -2.80094953e-05]
 [ -2.80094953e-05   5.97632472e-03]]",0.05943918280918863,[ 2.  2.],[ 94.02432196  14.8014156 ]
0.0010623006041714335,0.0011011151500404366,"[[  1.00193081e-04   1.96758654e-09]
 [  1.96758654e-09   1.00284308e-04]]",0.18877214115248345,[ 2.  2.],[ 1880.70626238  1814.34046169]
0.10267710300307657,0.001174779801877695,"[[  7.06900600e-03  -1.96597012e-06]
 [ -1.96597012e-06   1.00376223e-04]]",0.06667331512213304,[ 2.  2.],[   17.47853944  1700.44670261]
0.10843248440020367,0.02551463516141821,"[[  5.57311651e-03   8.08225792e-06]
 [  8.08225792e-06   4.43759831e-04]]",0.04438690097795874,[ 2.  2.],[ 16.44465716  76.38638442]
0.0011214033765594485,0.08574088110358817,"[[  1.00256074e-04   9.82086463e-07]
 [  9.82086463e-07   4.46454744e-03]]",0.13490211985312298,[ 2.  2.],[ 1781.47955946    21.32609572]
0.2388114039896687,0.25450140998443743,"[[ 0.00541084 -0.00010089]
 [-0.00010089  0.00803362]]",0.09463359112435786,[ 7.78420883  5.75607003],[ 24.81142396  16.86097572]
0.14002549413693402,0.15703475465171926,"[[ 0.00641612  0.00013842]
 [ 0.00013842  0.00704399]]",0.3161691736246162,[ 2.48798807  2.79405612],[ 15.28011969  14.99854098]
0.3148256785261932,0.3906172616767908,"[[ 0.0077379   0.00024344]
 [ 0.00024344  0.01026323]]",0.05923664695176678,[ 8.46160696  8.66898509],[ 18.41551119  13.52405639]
0.582889583840726,0.626147813141697,"[[  5.67773187e-03  -4.00357555e-05]
 [ -4.00357555e-05   1.61142861e-02]]",0.00881317757071519,[ 24.37734975   8.46968758],[ 17.4442069    5.05697083]
0.4393588117259088,0.5834353734808354,"[[ 0.00600533  0.00059357]
 [ 0.00059357  0.00720149]]",0.02697375081365717,[ 17.58196273  19.10656015],[ 22.43535857  13.64181442]
