AU06_r,AU12_r,sigmas,pis,as,bs
0.001117053189363171,0.08567950818033612,"[[  1.00243137e-04   9.29833133e-07]
 [  9.29833133e-07   4.46210855e-03]]",0.1345245717856951,[ 2.  2.],[ 1788.42503888    21.34280439]
0.10332668568196944,0.0011524152079619315,"[[  7.11910429e-03  -1.02002471e-06]
 [ -1.02002471e-06   1.00311706e-04]]",0.06579454634583062,[ 2.  2.],[   17.35608393  1733.48560118]
0.5004351452011834,0.6098633512169958,"[[ 0.0088391   0.00083171]
 [ 0.00083171  0.0101101 ]]",0.026828137666671154,[ 13.65357373  13.74259328],[ 13.62982925   8.79129608]
0.13033107175521746,0.12325520177244081,"[[  6.14321985e-03  -1.88777545e-07]
 [ -1.88777545e-07   6.34970385e-03]]",0.23052081825260978,[ 2.27432976  2.        ],[ 15.1760735   14.22649569]
0.017433254022338723,0.11587526430929412,"[[  2.52200223e-04  -2.22410116e-05]
 [ -2.22410116e-05   5.96458646e-03]]",0.04697782994480167,[ 2.  2.],[ 112.72327527   15.25993906]
0.23235237961638536,0.25771597406026525,"[[  6.45941893e-03   9.78167905e-05]
 [  9.78167905e-05   9.34806755e-03]]",0.15731012324294508,[ 6.18362325  5.01617259],[ 20.42950315  14.44778423]
0.11998824855693331,0.1808845112912481,"[[  6.03740895e-03   3.30169290e-05]
 [  3.30169290e-05   5.26706294e-03]]",0.08270187168666931,[ 2.          4.90749379],[ 14.66829897  22.22304244]
0.35221973402467155,0.44771280865239277,"[[ 0.006526    0.00034088]
 [ 0.00034088  0.01045277]]",0.04547507301705354,[ 11.96203855  10.14317668],[ 21.99982501  12.51236608]
0.0010623986637805982,0.0011010048101829496,"[[  1.00193590e-04   1.74844996e-09]
 [  1.74844996e-09   1.00283891e-04]]",0.1887737688876879,[ 2.  2.],[ 1880.53248821  1814.52249064]
0.0866472997948374,0.014279189341852256,"[[  4.17613075e-03   8.04134283e-06]
 [  8.04134283e-06   1.99501199e-04]]",0.02109325917003588,[ 2.  2.],[  21.08208109  138.06397367]
