AU06_r,AU12_r,sigmas,pis,as,bs
0.24528123431803378,0.2502167808856473,"[[ 0.00459465  0.00013136]
 [ 0.00013136  0.01164352]]",0.1032190360609285,[ 9.63710226  3.78144615],[ 29.65290819  11.33123389]
0.5086951073806251,0.6159363844650521,"[[ 0.0083533   0.00066963]
 [ 0.00066963  0.00979044]]",0.024383052730573763,[ 14.71107379  14.26645934],[ 14.20816207   8.89576926]
0.3657213021617043,0.48202807723282404,"[[ 0.0054588   0.00040155]
 [ 0.00040155  0.00892217]]",0.035137004522101487,[ 15.17543304  13.0069884 ],[ 26.31909558  13.97689286]
0.10255378325583908,0.0011881566429456179,"[[  7.05524322e-03  -2.23833905e-06]
 [ -2.23833905e-06   1.00417788e-04]]",0.06708749699880438,[ 2.  2.],[   17.50196216  1681.27973578]
0.11188953305537254,0.034220824410771004,"[[  5.72761766e-03   1.68352625e-05]
 [  1.68352625e-05   7.11635019e-04]]",0.0632061919149452,[ 2.  2.],[ 15.87477296  56.44394559]
0.001062234707351902,0.0011011024179210052,"[[  1.00192768e-04   1.98203489e-09]
 [  1.98203489e-09   1.00284264e-04]]",0.1887683229484179,[ 2.  2.],[ 1880.82305799  1814.36146416]
0.24736310624992278,0.3036467504891278,"[[ 0.01174107  0.00016854]
 [ 0.00016854  0.00743103]]",0.056104469907517114,[ 3.67499979  8.33643133],[ 11.18170156  19.11794226]
0.13021509548740845,0.1564448735704464,"[[  5.85760480e-03   6.35317171e-05]
 [  6.35317171e-05   5.87632380e-03]]",0.2773197287564294,[ 2.3875457  3.356978 ],[ 15.94785304  18.1009191 ]
0.017780097182938652,0.11971586906166232,"[[  2.57834193e-04  -1.70020092e-05]
 [ -1.70020092e-05   6.18840140e-03]]",0.050250998835717604,[ 2.  2.],[ 110.48532443   14.70622296]
0.001117137905561822,0.08563008020194483,"[[  1.00243471e-04   9.02611947e-07]
 [  9.02611947e-07   4.45272210e-03]]",0.13452369732456473,[ 2.  2.],[ 1788.28926513    21.35627849]
