AU06_r,AU12_r,sigmas,pis,as,bs
0.3236504147356901,0.4194722370018309,"[[ 0.00544788  0.00018315]
 [ 0.00018315  0.00909087]]",0.04347575876147877,[ 12.68092411  10.81684537],[ 26.50000547  14.96995151]
0.10269747766600691,0.018679544062657195,"[[  5.41001133e-03   1.06970497e-05]
 [  1.06970497e-05   2.74812761e-04]]",0.03348181225232125,[ 2.  2.],[  17.47467499  105.06899447]
0.4505984751002425,0.5886230245218306,"[[ 0.00603543  0.00026103]
 [ 0.00026103  0.00710071]]",0.025535504084296026,[ 18.03191793  19.48440807],[ 21.98578947  13.61726696]
0.5866362919899833,0.6764703781195215,"[[  5.57542461e-03   1.50601702e-05]
 [  1.50601702e-05   8.36973412e-03]]",0.006336866581482635,[ 24.92816854  17.01239417],[ 17.56522793   8.13637024]
0.10284996983496171,0.0011591927159854618,"[[  7.09224359e-03  -1.65474850e-06]
 [ -1.65474850e-06   1.00330148e-04]]",0.06611265728647996,[ 2.  2.],[   17.44580055  1723.33865372]
0.00106233635206878,0.0011010448055734185,"[[  1.00193275e-04   1.85940270e-09]
 [  1.85940270e-09   1.00284031e-04]]",0.18877149318276398,[ 2.  2.],[ 1880.64290882  1814.45650556]
0.10834402670039502,0.14000231033053037,"[[  4.97536064e-03   2.91778965e-05]
 [  2.91778965e-05   6.20875997e-03]]",0.25567679853598596,[ 2.          2.57495384],[ 16.45971634  15.81727005]
0.014667747112610232,0.11568972088394461,"[[  2.03910191e-04  -1.36216032e-05]
 [ -1.36216032e-05   6.09481182e-03]]",0.03665888884356843,[ 2.  2.],[ 134.35359164   15.28762058]
0.001113841579410277,0.08558423954304586,"[[  1.00234026e-04   8.71561768e-07]
 [  8.71561768e-07   4.45291923e-03]]",0.13419150074302308,[ 2.  2.],[ 1793.58748477    21.36878858]
0.4584598404450171,0.42601815929812936,"[[  1.53824947e-02  -3.30014987e-05]
 [ -3.30014987e-05   9.56491538e-03]]",0.005264607864980935,[  6.94111034  10.4651194 ],[  8.19895151  14.09984144]
0.2258051772781926,0.2569830386548454,"[[  8.58627198e-03   7.02084932e-05]
 [  7.02084932e-05   7.11079124e-03]]",0.09600142277057933,[ 4.37160669  6.64366249],[ 14.98847504  19.20887051]
0.21701562662297516,0.19623905604660224,"[[  4.74737445e-03   9.57842965e-05]
 [  9.57842965e-05   1.12998595e-02]]",0.10849268909303973,[ 7.5504908   2.54296729],[ 27.2418922   10.41555047]
