AU06_r,AU12_r,sigmas,pis,as,bs
0.0010623625407451284,0.0011010270932372407,"[[  1.00193400e-04   1.84221386e-09]
 [  1.84221386e-09   1.00283959e-04]]",0.18877199707175704,[ 2.  2.],[ 1880.59649912  1814.48572709]
0.10293575347531274,0.0011546235242254868,"[[  7.09854854e-03  -1.53460657e-06]
 [ -1.53460657e-06   1.00317332e-04]]",0.0659163412327647,[ 2.  2.],[   17.42959499  1730.1663365 ]
0.1373507131616161,0.18984699042690026,"[[  7.11525271e-03   7.41457319e-05]
 [  7.41457319e-05   5.47234595e-03]]",0.04836252064038793,[ 2.14985789  5.14597016],[ 13.5024663   21.95991205]
0.31623270215653043,0.3945149777757135,"[[ 0.00589673  0.00014615]
 [ 0.00014615  0.00998001]]",0.04877770661788187,[ 11.27983739   9.04825363],[ 24.38958361  13.88687973]
0.44494810959474734,0.4004478051639587,"[[  1.61273254e-02   7.56820977e-05]
 [  7.56820977e-05   1.04738950e-02]]",0.005312111909159092,[ 6.36886112  8.77887442],[  7.94485543  13.14376895]
0.5637242856090344,0.6636412246290956,"[[ 0.0066707   0.00026909]
 [ 0.00026909  0.00841212]]",0.009150387647989486,[ 20.21999545  16.94655483],[ 15.64859486   8.58916266]
0.22250596954100466,0.24143292932581473,"[[  6.07493397e-03   2.91277731e-05]
 [  2.91277731e-05   9.07058874e-03]]",0.14636344385868993,[ 6.11383932  4.63330775],[ 21.36335301  14.55756136]
0.0995429375148488,0.0156829129815314,"[[  5.26998462e-03   2.02408085e-05]
 [  2.02408085e-05   2.21217133e-04]]",0.02516274888550693,[ 2.  2.],[  18.09183223  125.52732878]
0.12285430460629437,0.13138433720273404,"[[  6.10003480e-03  -6.81580338e-06]
 [ -6.81580338e-06   6.58661078e-03]]",0.2593932182625484,[ 2.04744774  2.14503803],[ 14.61820958  14.18139843]
0.016135811882118375,0.117395162629778,"[[  2.28333520e-04  -1.26646946e-05]
 [ -1.26646946e-05   6.07797597e-03]]",0.042258087332675776,[ 2.  2.],[ 121.94790015   15.0364771 ]
0.4360927410431235,0.5734633774171625,"[[ 0.00618956  0.000299  ]
 [ 0.000299    0.00719561]]",0.0261670182699747,[ 16.89021235  18.9204849 ],[ 21.84056842  14.07287726]
0.0011155465276398169,0.08560401081403017,"[[  1.00238885e-04   8.82330773e-07]
 [  8.82330773e-07   4.45191812e-03]]",0.13436441827066425,[ 2.  2.],[ 1790.8431943     21.36339128]
