AU06_r,AU12_r,sigmas,pis,as,bs
0.2499692677739855,0.226220772721685,"[[ 0.00341644  0.00013863]
 [ 0.00013863  0.01315459]]",0.061966631779582906,[ 13.46762972   2.7840444 ],[ 40.40951222   9.52271402]
0.0010623555660969936,0.0011010140554009987,"[[  1.00193354e-04   1.89659188e-09]
 [  1.89659188e-09   1.00283891e-04]]",0.188770277672781,[ 2.  2.],[ 1880.60885887  1814.5072373 ]
0.4760484206003383,0.6163384715279921,"[[ 0.00543477  0.00022319]
 [ 0.00022319  0.00671598]]",0.02008567752854921,[ 21.37198117  21.08455568],[ 23.52257208  13.12482221]
0.17234772343106158,0.2098948612538752,"[[ 0.00661899  0.00013544]
 [ 0.00013544  0.0071136 ]]",0.12614918482872614,[ 3.54187198  4.68337654],[ 17.00886061  17.62958774]
0.0011157282309308687,0.08552858794087136,"[[  1.00239606e-04   8.28312932e-07]
 [  8.28312932e-07   4.44017041e-03]]",0.13435217415393844,[ 2.  2.],[ 1790.55121862    21.38399415]
0.6137225841081994,0.617762236811515,"[[ 0.00428973  0.00013876]
 [ 0.00013876  0.01958269]]",0.00548197497745521,[ 33.30300549   6.83133976],[ 20.96093452   4.22686249]
0.2757714503134649,0.3194414424032226,"[[  9.10151421e-03   5.02102239e-05]
 [  5.02102239e-05   8.59190249e-03]]",0.05938216047523204,[ 5.77569452  7.76329981],[ 15.168078    16.53943233]
0.1043258329277573,0.016758921961581807,"[[  5.61608481e-03   2.65463192e-05]
 [  2.65463192e-05   2.39493948e-04]]",0.028121277603023936,[ 2.  2.],[  17.17070723  117.33941841]
0.11412476398024757,0.1285475106378888,"[[  5.45772663e-03  -1.35447570e-05]
 [ -1.35447570e-05   5.99317551e-03]]",0.2355240365306998,[ 2.          2.27423278],[ 15.52468027  15.41753554]
0.016171560010335394,0.12124933219601249,"[[  2.28435236e-04  -1.73615808e-06]
 [ -1.73615808e-06   6.39258136e-03]]",0.042207213729224785,[ 2.  2.],[ 121.67390646   14.49493621]
0.36284655012055633,0.479437332751356,"[[ 0.00586179  0.0001894 ]
 [ 0.0001894   0.00833654]]",0.03194971018722491,[ 13.94781647  13.8738291 ],[ 24.49216999  15.06390302]
0.10279305351324627,0.0011568458333177213,"[[  7.08864417e-03  -1.71996479e-06]
 [ -1.71996479e-06   1.00323547e-04]]",0.06600968053356156,[ 2.  2.],[   17.45656765  1726.83883262]
