AU06_r,AU12_r,sigmas,pis,as,bs
0.1788411196172965,0.22466085874030686,"[[ 0.00810387  0.00015353]
 [ 0.00015353  0.00671164]]",0.11801734268982711,[ 3.06208768  5.60600123],[ 14.05974475  19.34717156]
0.001115145570846459,0.08552750766713517,"[[  1.00237905e-04   8.29652957e-07]
 [  8.29652957e-07   4.44106056e-03]]",0.13429736085209726,[ 2.  2.],[ 1791.48782104    21.38428951]
0.4288323784396308,0.5650874904798957,"[[ 0.00626521  0.00033101]
 [ 0.00033101  0.00731385]]",0.027527587162696994,[ 16.33613681  18.4232629 ],[ 21.75832068  14.17923354]
0.23004104371899983,0.21769929280948327,"[[  4.31465032e-03   4.83831068e-05]
 [  4.83831068e-05   1.17124856e-02]]",0.08662141293542433,[ 9.21345124  2.94777427],[ 30.8378852  10.5928038]
0.39351710389021083,0.3890413563440123,"[[ 0.02044795  0.00015894]
 [ 0.00015894  0.00818455]]",0.006143819144432732,[  4.19947923  10.90913876],[  6.47217695  17.13193858]
0.001062368034451761,0.0011010062724561484,"[[  1.00193419e-04   1.87209374e-09]
 [  1.87209374e-09   1.00283863e-04]]",0.18877075723190803,[ 2.  2.],[ 1880.58676385  1814.52007807]
0.3087696595829936,0.3753459515445045,"[[ 0.0061046   0.00017155]
 [ 0.00017155  0.01007474]]",0.054468808558581105,[ 10.486533     8.35977821],[ 23.47578381  13.91241676]
0.015736191775048487,0.1207158926669759,"[[  2.21008670e-04  -4.97381961e-06]
 [ -4.97381961e-06   6.36161207e-03]]",0.040945719173999265,[ 2.  2.],[ 125.09555327   14.56782679]
0.103062489943506,0.015592166274770355,"[[  5.58920268e-03   2.46492134e-05]
 [  2.46492134e-05   2.18179849e-04]]",0.02621252093024231,[ 2.  2.],[  17.40570232  126.26954028]
0.5567350166114129,0.6583977092806467,"[[ 0.00693686  0.00030929]
 [ 0.00030929  0.00849925]]",0.010416916394550023,[ 19.24931269  16.76436448],[ 15.32604563   8.69800309]
0.10285081415961661,0.0011539635121389279,"[[  7.09434462e-03  -1.63384112e-06]
 [ -1.63384112e-06   1.00315489e-04]]",0.06588433571877297,[ 2.  2.],[   17.44564092  1731.15705303]
0.11388752302012109,0.126500336970631,"[[  5.44684301e-03  -8.15057151e-06]
 [ -8.15057151e-06   5.84484192e-03]]",0.24069341920746776,[ 2.          2.26501592],[ 15.56118622  15.64020054]
