AU06_r,AU12_r,sigmas,pis,as,bs
0.0011163072697230666,0.08563918793707916,"[[  1.00241025e-04   9.03825140e-07]
 [  9.03825140e-07   4.45636338e-03]]",0.13445133709982862,[ 2.  2.],[ 1789.6214059     21.35379454]
0.2298824847587058,0.24993707750957309,"[[  5.79322500e-03   6.95308031e-05]
 [  6.95308031e-05   9.50230368e-03]]",0.14237526976555706,[ 6.79515054  4.68100802],[ 22.76408512  14.04773789]
0.5986667188922172,0.6232259555493622,"[[ 0.00497754  0.0001524 ]
 [ 0.0001524   0.01738279]]",0.006903689869306244,[ 28.29884567   7.7956184 ],[ 18.97093696   4.71287604]
0.12561839154823082,0.1410699490936698,"[[  5.99580704e-03  -5.02351274e-06]
 [ -5.02351274e-06   6.56343282e-03]]",0.2954843125625814,[ 2.17561053  2.4632586 ],[ 15.14359329  14.99799817]
0.3411600315175919,0.43247043246938216,"[[ 0.00638923  0.00017753]
 [ 0.00017753  0.00961223]]",0.04679889909841789,[ 11.66067823  10.61028024],[ 22.51881863  13.92383688]
0.21354915815667172,0.25116436298618383,"[[ 0.0142258   0.00024682]
 [ 0.00024682  0.00573876]]",0.019501858636237608,[ 2.30755365  7.98044257],[  8.49817217  23.79334283]
0.10426425708955342,0.017735659814894326,"[[  5.59843858e-03   2.05102287e-05]
 [  2.05102287e-05   2.56427326e-04]]",0.030983512263884894,[ 2.  2.],[  17.18202897  110.76716067]
0.10281341497054076,0.001157799811848223,"[[  7.08837256e-03  -1.70106717e-06]
 [ -1.70106717e-06   1.00326237e-04]]",0.06605116943647801,[ 2.  2.],[   17.45271442  1725.41434187]
0.0010623413330401988,0.0011010536272791681,"[[  1.00193295e-04   1.87124474e-09]
 [  1.87124474e-09   1.00284063e-04]]",0.18877202708020407,[ 2.  2.],[ 1880.63408172  1814.44195201]
0.4605466474937225,0.6030992975719954,"[[ 0.00561315  0.00032706]
 [ 0.00032706  0.00684231]]",0.022795303334479808,[ 19.92369205  20.49564519],[ 23.3372722   13.48821994]
0.016906289416260743,0.1173592313053107,"[[  2.41959338e-04  -1.66753950e-05]
 [ -1.66753950e-05   6.06710657e-03]]",0.04588262085302444,[ 2.  2.],[ 116.29916966   15.04169308]
