AU06_r,AU12_r,sigmas,pis,as,bs
0.0010621369175612824,0.0011011213970722918,"[[  1.00192301e-04   2.01503058e-09]
 [  2.01503058e-09   1.00284370e-04]]",0.18876451001942965,[ 2.  2.],[ 1880.99640746  1814.33015698]
0.0011162895840460985,0.08560478692417264,"[[  1.00241092e-04   8.73694098e-07]
 [  8.73694098e-07   4.45274529e-03]]",0.13444097609526087,[ 2.  2.],[ 1789.64979104    21.36317947]
0.5820414167304782,0.6753909581107664,"[[  5.81045226e-03   7.43953529e-05]
 [  7.43953529e-05   8.32904039e-03]]",0.006686388837030337,[ 23.78658719  17.10233179],[ 17.08092929   8.21978955]
0.23571443930699396,0.2622168153390702,"[[  5.53804137e-03  -4.81701327e-06]
 [ -4.81701327e-06   1.02634360e-02]]",0.11824611958893182,[ 7.43210422  4.68040125],[ 24.09801435  13.1689546 ]
0.33265171575659636,0.4134364611918992,"[[ 0.00583171  0.00014389]
 [ 0.00014389  0.01020143]]",0.04355164189805489,[ 12.33033226   9.41471228],[ 24.73646066  13.35713579]
0.4494331186256189,0.5888497183460109,"[[ 0.00603796  0.00027526]
 [ 0.00027526  0.00691136]]",0.024384191928935886,[ 17.9688739   20.03861567],[ 22.01232276  13.9914858 ]
0.1023949834412353,0.0012241418951207295,"[[  7.02839474e-03  -2.73157407e-06]
 [ -2.73157407e-06   1.00538399e-04]]",0.0680307817016369,[ 2.  2.],[   17.53220688  1631.79752623]
0.017023830582252594,0.11926401214286601,"[[  2.44019401e-04  -9.74873133e-06]
 [ -9.74873133e-06   6.25211007e-03]]",0.046911798154510444,[ 2.  2.],[ 115.48237216   14.76951801]
0.11732054985767769,0.0661141294144809,"[[  5.81987817e-03   1.96765609e-05]
 [  1.96765609e-05   2.25107653e-03]]",0.13429467019040253,[ 2.  2.],[ 15.04731185  28.25071974]
0.14078186943246618,0.1826684996516524,"[[ 0.00700054  0.00010477]
 [ 0.00010477  0.00600748]]",0.22993380885371456,[ 2.29178672  4.35709518],[ 13.98720383  19.49537629]
0.4848525604355475,0.4264137424970227,"[[  1.31478726e-02   2.97125442e-05]
 [  2.97125442e-05   1.24877596e-02]]",0.004755112732092142,[ 8.72590699  7.92531909],[  9.2711249   10.66066513]
