AU06_r,AU12_r,sigmas,pis,as,bs
0.0011893199772550415,0.08631412345306798,"[[  1.00495289e-04   1.65716803e-06]
 [  1.65716803e-06   4.51624237e-03]]",0.13854348773486003,[ 2.  2.],[ 1679.63323433    21.17117894]
0.0010623106194501204,0.0011013732915485916,"[[  1.00193133e-04   2.47239581e-09]
 [  2.47239581e-09   1.00285399e-04]]",0.1887794693534816,[ 2.  2.],[ 1880.68851255  1813.91474512]
0.23868079968672032,0.2543169172859629,"[[ 0.00640168  0.00078555]
 [ 0.00078555  0.01153362]]",0.21083297990942354,[ 6.53629627  3.92725125],[ 20.8487983   11.51510034]
0.10065979654298778,0.12607404045670376,"[[ 0.00511712 -0.00015567]
 [-0.00015567  0.00693754]]",0.33842953801228387,[ 2.  2.],[ 17.86890565  13.86369401]
0.4402226945369168,0.54527906847021,"[[ 0.0110032   0.00353706]
 [ 0.00353706  0.01384532]]",0.05437596873516466,[ 9.41896236  9.21988579],[ 11.9769413    7.68867777]
0.10235649123398487,0.0012685497848589462,"[[  7.05403275e-03  -2.79101391e-06]
 [ -2.79101391e-06   1.00699725e-04]]",0.06903855625478643,[ 2.  2.],[   17.53955217  1574.60347577]
