AU06_r,AU12_r,sigmas,pis,as,bs
0.1054175233539342,0.02601665173794953,"[[5.38147060e-03 2.20289160e-06]
 [2.20289160e-06 4.54942973e-04]]",0.047134127227003914,[2. 2.],[16.97217784 74.87384296]
0.40509716266323675,0.4007113512668966,"[[0.01941711 0.00012081]
 [0.00012081 0.0078761 ]]",0.005830951821247142,[ 4.62272374 11.81695128],[ 6.78867126 17.67298267]
0.016147374105652076,0.11866004920959264,"[[ 2.27845528e-04 -1.44784031e-05]
 [-1.44784031e-05  6.22779660e-03]]",0.043888455228297166,[2. 2.],[121.85914805  14.8548725 ]
0.3328928412571279,0.43555066135004583,"[[0.00521322 0.00015491]
 [0.00015491 0.00910657]]",0.03743570184780166,[13.84784605 11.32282881],[27.75066355 14.67375395]
0.11772792221559962,0.1468170780315845,"[[5.23300310e-03 5.59290477e-05]
 [5.59290477e-05 5.84917196e-03]]",0.26094670227066225,[2.21901266 2.99731598],[16.62963954 17.41799279]
0.22636175710935924,0.2676550786222162,"[[8.79590345e-03 6.79591411e-05]
 [6.79591411e-05 7.68300720e-03]]",0.10202031740708946,[4.28038951 6.56100368],[14.62911871 17.95190192]
0.5920249354199818,0.6673409195777854,"[[5.31668502e-03 1.18104058e-05]
 [1.18104058e-05 9.76650029e-03]]",0.006241310575939249,[26.30304553 14.50162327],[18.12590325  7.2288339 ]
0.1027287798560863,0.0011744778550913768,"[[ 7.07615861e-03 -1.88909032e-06]
 [-1.88909032e-06  1.00375241e-04]]",0.06666669447730955,[2. 2.],[  17.46874092 1700.88438503]
0.0011152594268409887,0.08559581484845347,"[[1.00238035e-04 8.79404761e-07]
 [8.79404761e-07 4.45050337e-03]]",0.13434412904904539,[2. 2.],[1791.30472522   21.36562837]
0.45590665338781566,0.5913966870487738,"[[0.00585379 0.00021909]
 [0.00021909 0.00730287]]",0.02497982052612575,[18.86323547 18.97748605],[22.5119788  13.11178071]
0.2343854527484933,0.2051874063090445,"[[0.00395959 0.00010341]
 [0.00010341 0.01195296]]",0.08174214218767155,[10.38799169  2.59437862],[33.93212959 10.04956803]
0.001062284492556486,0.0011010694998243253,"[[1.00193015e-04 1.92133382e-09]
 [1.92133382e-09 1.00284129e-04]]",0.18876964738180696,[2. 2.],[1880.73481729 1814.41576696]
