AU06_r,AU12_r,sigmas,pis,as,bs
0.23033785998812548,0.2522835867180524,"[[6.29499724e-03 8.01279055e-05]
 [8.01279055e-05 9.13807118e-03]]",0.154018748472493,[6.25653274 4.95558924],[20.90588312 14.68734238]
0.001116266318851815,0.08563516157842302,"[[1.00240914e-04 9.01620274e-07]
 [9.01620274e-07 4.45576110e-03]]",0.1344471325776663,[2. 2.],[1789.68713256   21.35489258]
0.1266850184375046,0.14440768754317654,"[[ 6.11862054e-03 -5.29305004e-06]
 [-5.29305004e-06  6.58326413e-03]]",0.2986083072210484,[2.16401336 2.56582277],[14.91782778 15.20208703]
0.4638316002303394,0.606957594456446,"[[0.00566931 0.00038563]
 [0.00038563 0.00666237]]",0.022424789106705968,[19.88275529 21.12641413],[22.98356792 13.68065365]
0.0010623142595481115,0.0011010675451462706,"[[1.00193161e-04 1.89918543e-09]
 [1.89918543e-09 1.00284118e-04]]",0.18877116198965962,[2. 2.],[1880.68206138 1814.41899157]
0.602352682671088,0.6122180088673317,"[[0.00478745 0.00031807]
 [0.00031807 0.02060721]]",0.006594612384264171,[29.53431666  6.44089076],[19.49728478  4.07969287]
0.01688048999855887,0.11747309202247341,"[[ 2.41482618e-04 -1.54135383e-05]
 [-1.54135383e-05  6.08660899e-03]]",0.045672705391682444,[2. 2.],[116.47997304  15.02517543]
0.10274010081590197,0.0011637059930555886,"[[ 7.08042931e-03 -1.82774392e-06]
 [-1.82774392e-06  1.00343230e-04]]",0.06628248596296388,[2. 2.],[  17.46659565 1716.64715997]
0.3431850722281287,0.43302121535731547,"[[0.0065927  0.0001754 ]
 [0.0001754  0.00997742]]",0.04776745001172249,[11.39054765 10.22230972],[21.8001374  13.38463922]
0.10599997897184385,0.020202223954870376,"[[5.65458738e-03 2.19412089e-05]
 [2.19412089e-05 3.08892689e-04]]",0.03541260688179388,[2. 2.],[16.86792827 96.99900152]
