AU06_r,sigmas,pis,as,bs
0.259685318821343,[[0.01830183]],0.019891501373174414,[2.46814098],[7.03621217]
0.04411398795961976,[[0.00100552]],0.030068739649425812,[2.],[43.33709357]
0.12300750588834551,[[0.00636955]],0.08128421203184708,[2.],[14.25917041]
0.12118199172915155,[[0.00620382]],0.08106387705058332,[2.],[14.5041024]
0.243170992489479,[[0.01841854]],0.026821543675926564,[2.18660464],[6.80544089]
0.24616423798430775,[[0.00734726]],0.11221036455276254,[5.97112431],[18.28554417]
0.18000424346554897,[[0.01227399]],0.09000395299570316,[2.],[9.11084917]
0.5146204215871845,[[0.00900829]],0.006959265434724469,[13.75503004],[12.97346627]
0.0010735060186333246,[[0.00010016]],0.3221315772713789,[2.],[1861.05429619]
0.21547522712522,[[0.01649992]],0.09211030947972092,[2.],[7.28180945]
0.5158191844653849,[[0.00896582]],0.007020120583780909,[13.85271743],[13.00304491]
0.1104745250806225,[[0.00526477]],0.08012704632038117,[2.],[16.10372118]
0.014589170464481962,[[0.00020191]],0.04369352960766281,[2.],[135.08798625]
0.33454357753939046,[[0.01771454]],0.006613959972928034,[3.86977037],[7.69754292]
