AU06_r,AU12_r,sigmas,pis,as,bs
0.10441934096175001,0.017425887048534285,"[[5.61975335e-03 2.54625310e-05]
 [2.54625310e-05 2.50643294e-04]]",0.030179573126380418,[2. 2.],[ 17.15353977 112.77177572]
0.0011152562955573121,0.08559758270162447,"[[1.00238076e-04 8.78049918e-07]
 [8.78049918e-07 4.45202212e-03]]",0.13433283382458158,[2. 2.],[1791.30976025   21.3651458 ]
0.0010623415772389624,0.0011010441380528227,"[[1.00193295e-04 1.87407249e-09]
 [1.87407249e-09 1.00284023e-04]]",0.188771499905047,[2. 2.],[1880.63364896 1814.45760681]
0.3801498041616592,0.5013877602632048,"[[0.00688257 0.00015172]
 [0.00015172 0.00764265]]",0.029626980502481533,[12.63489539 15.89947285],[20.60172672 15.81145851]
0.4824496658452145,0.6316530983627496,"[[0.00559004 0.00023753]
 [0.00023753 0.00582613]]",0.01684579819498445,[21.06725876 24.59350665],[22.60000904 14.341641  ]
0.015849955338832412,0.11669036946299408,"[[ 2.23581292e-04 -1.06865782e-05]
 [-1.06865782e-05  6.07259484e-03]]",0.04057131278735019,[2. 2.],[124.18332085  15.13937499]
0.6152134802077764,0.6079104839570978,"[[0.00425102 0.00038459]
 [0.00038459 0.02210734]]",0.005210118570151499,[33.64407963  5.94641364],[21.04275789  3.83531212]
0.10279743578157172,0.001157376849396869,"[[ 7.08795139e-03 -1.72019820e-06]
 [-1.72019820e-06  1.00325017e-04]]",0.06603356658764359,[2. 2.],[  17.45573822 1726.04562407]
0.21278229566457646,0.2263433682510755,"[[6.09590331e-03 4.34442181e-05]
 [4.34442181e-05 8.48493354e-03]]",0.1432908794609493,[5.63414593 4.44493079],[20.84430667 15.19306797]
0.29095906387731535,0.3412730379872152,"[[0.00720072 0.00010868]
 [0.00010868 0.0093596 ]]",0.05881650436404634,[8.04506623 7.85567204],[19.60509914 15.16305832]
0.12093552793840984,0.13962779952396792,"[[ 6.07158763e-03 -2.01725838e-05]
 [-2.01725838e-05  6.64182536e-03]]",0.2863209326763842,[2.         2.38584506],[14.53773737 14.70133288]
