AU06_r,AU12_r,sigmas,pis,as,bs
0.10666392655525797,0.02685749514653082,"[[ 5.44074599e-03 -1.00577788e-06]
 [-1.00577788e-06  4.77314308e-04]]",0.04872938301570768,[2. 2.],[16.75048167 72.46710831]
0.0010622801803386816,0.0011010853514339825,"[[1.00192993e-04 1.92881172e-09]
 [1.92881172e-09 1.00284194e-04]]",0.18877018201480505,[2. 2.],[1880.74246006 1814.3896172 ]
0.3662020845216699,0.4856989104567494,"[[0.00583276 0.00042491]
 [0.00042491 0.00849864]]",0.03559060065900232,[14.20577371 13.79016071],[24.58639681 14.60224539]
0.24454651248441264,0.2865380212830573,"[[0.00814943 0.00012406]
 [0.00012406 0.00847083]]",0.09994351684248969,[5.29920133 6.62873198],[16.37030143 16.50513329]
0.0011164519853859318,0.08563905995060088,"[[1.00241412e-04 9.12092276e-07]
 [9.12092276e-07 4.45472444e-03]]",0.13446687797051105,[2. 2.],[1789.38917408   21.35382945]
0.10270662558542061,0.0011757193733795972,"[[ 7.07281650e-03 -1.92727953e-06]
 [-1.92727953e-06  1.00379037e-04]]",0.0667064047568345,[2. 2.],[  17.47294041 1699.08619904]
0.34401614180860296,0.3616799311085856,"[[0.0224841  0.00027615]
 [0.00027615 0.00660986]]",0.006113287100524472,[ 3.10881524 12.27097902],[ 5.92801432 21.6567509 ]
0.12473191444759073,0.15212160680617712,"[[5.49567241e-03 9.03247402e-05]
 [9.03247402e-05 6.14960452e-03]]",0.2818288719810008,[2.35312048 3.03844775],[16.51230376 16.93536011]
0.24197740668118808,0.21020258793884866,"[[0.00366428 0.00014304]
 [0.00014304 0.01202319]]",0.06656679354891101,[11.87077029  2.69229574],[37.18657954 10.11580414]
0.017258744362023824,0.11860275613258665,"[[ 2.47882377e-04 -2.06505084e-05]
 [-2.06505084e-05  6.12805893e-03]]",0.0483360097728618,[2. 2.],[113.88328548  14.86301453]
0.5092246483164986,0.6251599348498508,"[[0.0082093  0.00078822]
 [0.00078822 0.00860788]]",0.02294807233735165,[14.99305482 16.39376221],[14.44985387  9.82954689]
