AU12_r,sigmas,pis,as,bs
0.17567975223808166,[[0.01179179]],0.1496855251102141,[2.],[9.38435121]
0.017023688795444435,[[0.00024273]],0.05396248442656253,[2.],[115.48335064]
0.001092241795549608,[[0.00010021]],0.2526584257510596,[2.],[1829.09638191]
0.23441309046633124,[[0.01891309]],0.0538487989843857,[2.],[6.53194673]
0.3338845755499425,[[0.03093879]],0.016492340732068653,[2.06626809],[4.12230197]
0.1580305737128027,[[0.00985127]],0.17348882168191945,[2.],[10.6557789]
0.12579271237727221,[[0.00663412]],0.17657291470057826,[2.],[13.89917224]
0.370095108323991,[[0.03000799]],0.004869219671745546,[2.50508299],[4.26367166]
0.5891926834358054,[[0.00898523]],0.012914326403817861,[15.28252215],[10.65554969]
0.5826086043440495,[[0.01029169]],0.012053140225094402,[13.18348117],[9.44488558]
0.4661200047349316,[[0.02489595]],0.009050937181465726,[4.19307076],[4.80261858]
0.260084076357591,[[0.02222895]],0.04403844759449657,[2.],[5.68982103]
0.2684200694537108,[[0.02331849]],0.04036461753659164,[2.],[5.45100768]
