AU12_r,sigmas,pis,as,bs
0.2859559570283095,[[0.02558119]],0.050067188890382704,[2.],[4.99408406]
0.30194119594450114,[[0.02767792]],0.007950528217936112,[2.],[4.62380631]
0.588433498064225,[[0.00964616]],0.02232281828266745,[14.1849588],[9.92134862]
0.2908117169450811,[[0.02621828]],0.04376692172258345,[2.],[4.87730199]
0.01745152630891408,[[0.00025083]],0.05564426220221593,[2.],[112.60315646]
0.3145688345552836,[[0.02816261]],0.008000361542608586,[2.09379605],[4.56228624]
0.149861992289248,[[0.00902792]],0.5103564493326213,[2.],[11.34561198]
0.2976308037739805,[[0.02711285]],0.0323788863467264,[2.],[4.71973457]
0.3453383627201202,[[0.02631821]],0.008463855190133275,[2.62120133],[4.96903947]
0.33630963127635644,[[0.0267271]],0.008330499001815839,[2.47230572],[4.87897266]
0.0010926163277114045,[[0.00010021]],0.2527182292703089,[2.],[1828.46871008]
