AU06_r,sigmas,pis,as,bs
0.23067399695785246,[[0.0170715]],0.013825345450614203,[2.16725347],[7.2280555]
0.23010999208847277,[[0.00794802]],0.08289011144417596,[4.89898489],[16.39076811]
0.21592891129201128,[[0.01286039]],0.07246612608633227,[2.62671774],[9.53801613]
0.21187691756771948,[[0.01476411]],0.05265566411078336,[2.18449479],[8.12571179]
0.19913638692914426,[[0.01448706]],0.03714557787072894,[2.],[8.04336792]
0.20380851962929214,[[0.01504972]],0.06587600482139365,[2.],[7.81313246]
0.13213997892594836,[[0.00720589]],0.08778691756793122,[2.],[13.1354648]
0.5340806728202466,[[0.00826583]],0.008824279784382444,[15.54413064],[13.56033134]
0.2323643565582976,[[0.01707967]],0.013145799169109204,[2.19432804],[7.24915147]
0.06589975410079757,[[0.00205873]],0.09952163485623677,[2.],[28.3491269]
0.17025030351984413,[[0.01114372]],0.08836695581951541,[2.],[9.74740931]
0.5230918872258015,[[0.00853604]],0.004428212625315361,[14.76433123],[13.46078866]
0.001073440512768062,[[0.00010016]],0.3221186862848089,[2.],[1861.16798762]
0.014643108639065065,[[0.00020254]],0.04490808750546684,[2.],[134.58301999]
0.2610537955430698,[[0.01743898]],0.006040596603205651,[2.6266434],[7.43505057]
