AU06_r,sigmas,pis,as,bs
0.2561394545395444,[[0.01563297]],0.011855523940817994,[2.8656463],[8.32219004]
0.0010734651098583165,[[0.00010016]],0.3221235498184817,[2.],[1861.12529549]
0.4266153225766275,[[0.01307102]],0.0038886261248486783,[7.55718287],[10.15709618]
0.18305169195787188,[[0.01259394]],0.06891875677138788,[2.],[8.92587552]
0.17787354026278504,[[0.01200289]],0.07462225652393349,[2.],[9.24394329]
0.15303745285995168,[[0.00929753]],0.08787592175922351,[2.],[11.06869634]
0.0667907622987176,[[0.00210832]],0.10662885420827123,[2.],[27.94426072]
0.25152839498746193,[[0.01564421]],0.013077681449421452,[2.77535534],[8.258609]
0.6727593100792824,[[0.00151935]],0.0014866807172592346,[96.81034903],[47.09007357]
0.1638674574701877,[[0.0104491]],0.08473797795996901,[2.],[10.20498585]
0.014655301455915013,[[0.00020282]],0.0447340649961634,[2.],[134.46938659]
0.23252381690315632,[[0.00923898]],0.08894445326848587,[4.25881452],[14.05679106]
0.26250202051276944,[[0.01563839]],0.010398305502465741,[2.98712982],[8.39232476]
0.22766355472253008,[[0.01123101]],0.0682423073273068,[3.33663926],[11.31937041]
0.5197202533417197,[[0.00564066]],0.012465039631963973,[22.47900688],[20.77312104]
