AU12_r,sigmas,pis,as,bs
0.2172647422178078,[[0.01675374]],0.054588623235907345,[2.],[7.20535923]
0.00109212192666552,[[0.0001002]],0.25263900012237395,[2.],[1829.29735899]
0.4364334672098096,[[0.02582113]],0.013661604097739487,[3.72081573],[4.80468932]
0.5971444957016089,[[0.00233143]],0.00014403185838865758,[61.01769946],[41.16477045]
0.1496063903415436,[[0.00895921]],0.1296143134269287,[2.],[11.36841291]
0.35311777503757985,[[0.03025334]],0.01671866790450792,[2.31307234],[4.23735504]
0.30746877601030986,[[0.02844068]],0.005232469081524298,[2.],[4.50472554]
0.01688398627994398,[[0.00024014]],0.05340203300392093,[2.],[116.45543859]
0.1679936370582543,[[0.01092679]],0.12829462496293673,[2.],[9.90521281]
0.2647069385559179,[[0.02284019]],0.04189646097545407,[2.],[5.55552541]
0.2979197872303968,[[0.02719352]],0.02496543795827445,[2.],[4.71321639]
0.5868086515188151,[[0.00937923]],0.024024177477672146,[14.58289905],[10.26830076]
0.1788621008869436,[[0.01214928]],0.13323509916801013,[2.],[9.18179866]
0.11671575401705656,[[0.00580847]],0.12158345672636127,[2.],[15.13564734]
