AU06_r,AU12_r,sigmas,pis,as,bs
0.313804489283768,0.40645016991558625,"[[0.00633664 0.00012208]
 [0.00012208 0.00849913]]",0.04170741843700951,[10.34986866 11.13066519],[22.63203254 16.25440194]
0.26138960908186726,0.2778523773636191,"[[5.18596149e-03 1.57838967e-05]
 [1.57838967e-05 9.83016070e-03]]",0.03332961818109436,[9.46972896 5.39359103],[26.75867735 14.01812349]
0.001062384503064704,0.0011009647205687389,"[[1.00193511e-04 1.80188393e-09]
 [1.80188393e-09 1.00283710e-04]]",0.1887703234388971,[2. 2.],[1880.55758083 1814.58863598]
0.1031579924973197,0.0011558231209815928,"[[ 7.11218904e-03 -1.20142225e-06]
 [-1.20142225e-06  1.00321028e-04]]",0.0659656079012252,[2. 2.],[  17.38773673 1728.36856911]
0.43054061644683334,0.5708216841398617,"[[0.00630557 0.00028704]
 [0.00028704 0.0069634 ]]",0.02600586500349702,[16.30990036 19.51164496],[21.57247295 14.67003647]
0.1889508748852639,0.22402141962340275,"[[0.00797919 0.00012618]
 [0.00012618 0.00672757]]",0.07735674306914063,[3.44004295 5.5645355 ],[14.76597464 19.27476562]
0.10294836996112128,0.13199132303184755,"[[4.54419113e-03 2.24416874e-05]
 [2.24416874e-05 5.78496512e-03]]",0.016620718030396695,[2.         2.48205986],[17.42721386 16.32266002]
0.0011140376102154708,0.08549487844055263,"[[1.00234768e-04 8.18000560e-07]
 [8.18000560e-07 4.43664225e-03]]",0.13417407244687574,[2. 2.],[1793.27152554   21.39321415]
0.014609113993825517,0.12070875033572379,"[[ 2.02633964e-04 -3.46313919e-06]
 [-3.46313919e-06  6.42475911e-03]]",0.03659311605200131,[2. 2.],[134.90084155  14.5688071 ]
0.5562351846424194,0.6589643842489208,"[[0.00701372 0.00034057]
 [0.00034057 0.00850794]]",0.010313152358126552,[19.01965072 16.7470443 ],[15.17389051  8.66714302]
0.09142249218187791,0.01674104371148047,"[[4.42752337e-03 4.84128662e-06]
 [4.84128662e-06 2.39321701e-04]]",0.028295731536110372,[2. 2.],[ 19.8764546  117.46686446]
0.2177649887774728,0.13621696128772298,"[[3.85714145e-03 3.64172128e-05]
 [3.64172128e-05 7.70380246e-03]]",0.05660464887830636,[9.39941622 2.        ],[33.7637032  12.68245937]
0.20955087294149624,0.247145465777348,"[[7.73632631e-03 9.50968604e-05]
 [9.50968604e-05 8.02082714e-03]]",0.06493371679402747,[4.27705679 5.48605606],[16.13353243 16.71162435]
0.10357431362230665,0.13190033616955527,"[[4.59266197e-03 2.34808583e-05]
 [2.34808583e-05 5.80291448e-03]]",0.2137371195630017,[2.         2.47074639],[17.30980694 16.26117245]
0.42008063318778965,0.3962646314239768,"[[1.83562111e-02 6.79390554e-05]
 [6.79390554e-05 8.86765042e-03]]",0.00559214831029001,[ 5.15498379 10.29449776],[ 7.11643122 15.68434804]
