AU06_r,AU12_r,sigmas,pis,as,bs
0.3613094489816391,0.4771530987758752,"[[0.00541409 0.00040203]
 [0.00040203 0.00892313]]",0.03486443566595391,[15.0387858  12.86336627],[26.5842214  14.09520594]
0.1031500864526691,0.0011536406717074668,"[[ 7.11411122e-03 -1.23472485e-06]
 [-1.23472485e-06  1.00314860e-04]]",0.06587035536627947,[2. 2.],[  17.38922272 1731.64206815]
0.15287550595289326,0.2050823127874438,"[[7.65454422e-03 9.50732519e-05]
 [9.50732519e-05 4.97494028e-03]]",0.0817677680062092,[2.43357229 6.51524926],[13.48508177 25.2536984 ]
0.1814068576650919,0.1306954044981256,"[[ 0.00514249 -0.00010041]
 [-0.00010041  0.00710998]]",0.07212343222836849,[5.05703252 2.        ],[22.8197114  13.30275688]
0.001115335796808588,0.08558529411458944,"[[1.00238326e-04 8.70433954e-07]
 [8.70433954e-07 4.44948184e-03]]",0.1343331401897365,[2. 2.],[1791.18193294   21.36850064]
0.5053758320744227,0.6142923252527844,"[[0.00845491 0.00075824]
 [0.00075824 0.00970399]]",0.025391261362780807,[14.43615332 14.38456681],[14.12903006  9.03191785]
0.015724181864160486,0.11877936256326552,"[[ 2.21861883e-04 -1.47795747e-05]
 [-1.47795747e-05  6.22769906e-03]]",0.03997822415014985,[2. 2.],[125.19262708  14.83794185]
0.25524197109896507,0.3155135579177081,"[[0.01211677 0.00012437]
 [0.00012437 0.00752108]]",0.04582031511924065,[3.74911275 8.74432444],[10.9393522  18.97025143]
0.10188425333172081,0.12641506056499735,"[[4.52905237e-03 4.21371345e-05]
 [4.21371345e-05 5.73472268e-03]]",0.18976303525395996,[2.         2.30797604],[17.63011883 15.94915272]
0.09242515086693082,0.015402159053135528,"[[4.69231166e-03 7.92140947e-06]
 [7.92140947e-06 2.16587879e-04]]",0.024978657614113945,[2. 2.],[ 19.63913157 127.85192486]
0.24531720290376413,0.25328589376458505,"[[4.78803349e-03 9.06566041e-05]
 [9.06566041e-05 1.13446684e-02]]",0.09633711206771506,[9.24024944 3.96935897],[28.42628731 11.70209793]
0.0010623884665130747,0.0011009981103492982,"[[1.00193530e-04 1.79897715e-09]
 [1.79897715e-09 1.00283849e-04]]",0.18877226297549202,[2. 2.],[1880.55055758 1814.53354461]
