AU12_r,sigmas,pis,as,bs
0.5938027407461834,[[0.00827967]],0.014053621138929665,[16.70469474],[11.42702914]
0.5684087822156846,[[0.01247696]],0.01019916814488751,[10.60756775],[8.05429688]
0.20078916642218897,[[0.01473491]],0.11499909310147637,[2.],[7.96069676]
0.17751211840901693,[[0.01201131]],0.13709047324701915,[2.],[9.26683642]
0.3344765840249979,[[0.02749956]],0.019699945582063134,[2.37302679],[4.72172035]
0.2795178235917735,[[0.02475231]],0.00658778218927318,[2.],[5.15517878]
0.3414268106682876,[[0.02729181]],0.01843340575264418,[2.47155517],[4.76734668]
0.13813066901816726,[[0.00782644]],0.1647476237519444,[2.],[12.47904375]
0.0010924294195653454,[[0.00010021]],0.2526885590972389,[2.],[1828.78189234]
0.30288231877161476,[[0.02781119]],0.005541202465672647,[2.],[4.60322467]
0.35736896436205734,[[0.02704524]],0.015961585589981432,[2.67725226],[4.81431116]
0.3736419107929014,[[0.02695753]],0.014103267689843579,[2.87015628],[4.81141315]
0.017238798991222933,[[0.00024678]],0.05482170693663863,[2.],[114.01736299]
0.13856734181050434,[[0.00786942]],0.16455620313824632,[2.],[12.43341536]
0.3782795188949247,[[0.0269346]],0.006516362174140903,[2.92473325],[4.80693898]
