AU06_r,sigmas,pis,as,bs
0.21823733128429434,[[0.01686503]],0.0385449884958805,[2.],[7.16433494]
0.3178658539912358,[[0.02340584]],0.00642088742098549,[2.6267817],[5.63702414]
0.19019612074164716,[[0.01342585]],0.07749194778057508,[2.],[8.51546158]
0.1312986887856475,[[0.00723266]],0.18708018580970295,[2.],[13.23244458]
0.24462376636735916,[[0.02024354]],0.027052044358313553,[2.],[6.17582048]
0.24208514176896753,[[0.0199173]],0.02892109163471749,[2.],[6.26155618]
0.22392302373130235,[[0.01758723]],0.036577436478976356,[2.],[6.93164073]
0.2832066754381985,[[0.02329393]],0.011392479698976372,[2.18486675],[5.52987637]
0.17661021889634343,[[0.01186299]],0.1523570691084544,[2.],[9.32437303]
0.30782606859670886,[[0.0233987]],0.007629359234405051,[2.49524666],[5.61078111]
0.2477116223403638,[[0.02063985]],0.023959086210227635,[2.],[6.07390457]
0.33384403146295805,[[0.02334537]],0.004399977533831695,[2.84641454],[5.67976617]
0.019448340443319233,[[0.0002917]],0.06653054007063906,[2.],[100.83653795]
0.0010762814611426346,[[0.00010017]],0.322717487154097,[2.],[1856.24997662]
0.29859880699867636,[[0.02336986]],0.008925419010217301,[2.37740405],[5.58446316]
