AU12_r,sigmas,pis,as,bs
0.5414381304685202,[[0.01595328]],0.009430176627809908,[7.88503154],[6.67809413]
0.12125904133161539,[[0.00621156]],0.17474785208190977,[2.],[14.49361547]
0.474605787822991,[[0.02481986]],0.006695933690254041,[4.29356795],[4.75303043]
0.23853634331445328,[[0.01944707]],0.05173601220464876,[2.],[6.38446659]
0.20217616198053512,[[0.01489695]],0.07008401122334272,[2.],[7.89236308]
0.4736644169884401,[[0.02492875]],0.006677385229057817,[4.2633389],[4.73741933]
0.016864526319561007,[[0.00023977]],0.053328764089545025,[2.],[116.59212421]
0.001092103221100459,[[0.0001002]],0.2526359551537553,[2.],[1829.32872549]
0.5886653198339257,[[0.00886853]],0.020164614078126565,[15.48372852],[10.81938124]
0.16530234963863571,[[0.01062865]],0.25471841994014666,[2.],[10.09904157]
0.21842279147754817,[[0.01689768]],0.06035347376518928,[2.],[7.15655361]
0.2716177374845527,[[0.02374935]],0.03942740191621414,[2.],[5.36328937]
