AU12_r,sigmas,pis,as,bs
0.017115524214707283,[[0.00024444]],0.05434192470769644,[2.],[114.85297949]
0.30776435174051836,[[0.02846061]],0.020418031480619006,[2.],[4.49847843]
0.3534846114031217,[[0.02827061]],0.01447621927575418,[2.50400501],[4.57976874]
0.3459474532698031,[[0.02849598]],0.015228968846540136,[2.40099306],[4.53934727]
0.2990525894592633,[[0.02732414]],0.02241125675800412,[2.],[4.68778693]
0.18875847349159391,[[0.01330227]],0.12151838629808129,[2.],[8.59555083]
0.28257002515763086,[[0.0251656]],0.03122182609958335,[2.],[5.07789157]
0.143472869899338,[[0.00834761]],0.14972298928199734,[2.],[11.93991771]
0.590812759914743,[[0.00892093]],0.021890283823157358,[15.41994045],[10.67959818]
0.001092318526659223,[[0.00010021]],0.2526708201359475,[2.],[1828.96775454]
0.3970775447251613,[[0.02680874]],0.011690079128873505,[3.14889799],[4.78128601]
0.17470162613707646,[[0.01168582]],0.13100088355590322,[2.],[9.44809035]
0.12978127770120199,[[0.00701196]],0.15340833060784265,[2.],[13.4105433]
