AU06_r,AU12_r,sigmas,pis,as,bs
0.10989015725409468,0.13558546022304113,"[[4.73984813e-03 5.44230425e-06]
 [5.44230425e-06 5.85243243e-03]]",0.25015422456808784,[2.15786815 2.57967749],[17.47872354 16.44653291]
0.4940288468202566,0.6053907435087708,"[[0.0088451  0.00105703]
 [0.00105703 0.00988948]]",0.029407513538343227,[13.46733026 14.0185816 ],[13.79288004  9.13767202]
0.208154459291256,0.24721056746310086,"[[0.00759613 0.000154  ]
 [0.000154   0.00770445]]",0.1192635678130872,[4.30852576 5.7240487 ],[16.39016969 17.43049828]
0.09918386713024176,0.01781920388780562,"[[5.06988512e-03 8.96638466e-06]
 [8.96638466e-06 2.58101467e-04]]",0.03149639248197386,[2. 2.],[ 18.16456968 110.23845984]
0.2551958412873916,0.27106955113178977,"[[0.01582007 0.00029665]
 [0.00029665 0.00738296]]",0.014449215909675156,[2.81086634 6.983587  ],[ 8.20367968 18.77949473]
0.00111481104747452,0.08554107230916672,"[[1.00236873e-04 8.40526582e-07]
 [8.40526582e-07 4.44267591e-03]]",0.1342779553712238,[2. 2.],[1792.02599618   21.38058135]
0.01553747599281476,0.12010100633110955,"[[ 2.17339466e-04 -6.17407913e-06]
 [-6.17407913e-06  6.37598322e-03]]",0.041414114505665595,[2. 2.],[126.72103557  14.65264981]
0.2348223185566998,0.19626434639120208,"[[0.00369541 0.00014592]
 [0.00014592 0.01321377]]",0.07713141041170662,[11.18287516  2.14671981],[36.43983477  8.79118028]
0.34032267287850176,0.4333204133092236,"[[0.00573895 0.00043358]
 [0.00043358 0.01008484]]",0.04759833228969522,[12.97282416 10.11751651],[25.14636446 13.23129467]
0.10295114242107326,0.0011573410141136168,"[[ 7.09900674e-03 -1.50490247e-06]
 [-1.50490247e-06  1.00324983e-04]]",0.06603663387729972,[2. 2.],[  17.42669069 1726.09913034]
0.0010623611472395911,0.0011010035407262137,"[[1.00193391e-04 1.84862683e-09]
 [1.84862683e-09 1.00283860e-04]]",0.18877063923324178,[2. 2.],[1880.59896853 1814.52458509]
