AU06_r,AU12_r,sigmas,pis,as,bs
0.10273697169395093,0.0011604592545088831,"[[ 7.08144421e-03 -1.81243612e-06]
 [-1.81243612e-06  1.00333832e-04]]",0.06615570123345499,[2. 2.],[  17.46718856 1721.45559935]
0.016654888467647136,0.11758728273306425,"[[ 2.37036553e-04 -1.75209022e-05]
 [-1.75209022e-05  6.12025157e-03]]",0.04545700504466327,[2. 2.],[118.084863    15.00864204]
0.3510943789674937,0.45204484769416214,"[[0.00562056 0.00038803]
 [0.00038803 0.00974361]]",0.04232840206293039,[13.88037057 11.03976102],[25.65421443 13.38206588]
0.0011158772837480948,0.08562826033811188,"[[1.00239784e-04 8.96459760e-07]
 [8.96459760e-07 4.45547372e-03]]",0.13441077077616528,[2. 2.],[1790.31177938   21.35677488]
0.0010623222529383377,0.0011010608330583426,"[[1.00193202e-04 1.88804489e-09]
 [1.88804489e-09 1.00284091e-04]]",0.18877131299356062,[2. 2.],[1880.66789523 1814.43006449]
0.1230555271567478,0.1416671346399778,"[[ 5.72299474e-03 -2.35832986e-07]
 [-2.35832986e-07  6.32880331e-03]]",0.28759438148811084,[2.19728112 2.5802341 ],[15.65873209 15.63312292]
0.10652298445990636,0.01909171182384241,"[[5.75139976e-03 2.39870745e-05]
 [2.39870745e-05 2.82851047e-04]]",0.03402901148762295,[2. 2.],[ 16.77529071 102.75749993]
0.23308145863464072,0.24543682324890495,"[[0.00511538 0.00010818]
 [0.00010818 0.01079762]]",0.12825791110749407,[7.91183565 3.96422414],[26.03267327 12.18748482]
0.22742876670812143,0.27067591259038176,"[[0.0123231  0.0002449 ]
 [0.0002449  0.00670322]]",0.045539072699319,[3.01529063 7.70075679],[10.24288545 20.74934324]
0.49990246546198563,0.6088932392146791,"[[0.00866473 0.00086604]
 [0.00086604 0.00998025]]",0.02745643110667881,[13.9235752  13.92012988],[13.92900838  8.94123396]
