AU12_r,sigmas,pis,as,bs
0.5711660837974688,[[0.01100754]],0.02685307095681214,[12.13819795],[9.11341046]
0.17366224256357246,[[0.01155135]],0.2573868456502346,[2.],[9.51660816]
0.1340310556990049,[[0.0073775]],0.08408912285909016,[2.],[12.92191485]
0.18713120822422968,[[0.01310451]],0.0905226970572596,[2.],[8.68768817]
0.3314965074344724,[[0.03157981]],0.01738137926337974,[2.],[4.03324607]
0.18171897399150044,[[0.01247341]],0.13445928311532304,[2.],[9.00600535]
0.29842533918622677,[[0.02727842]],0.023681783064896367,[2.],[4.70184377]
0.5116956813555321,[[0.01716906]],0.015524638390834655,[6.93506709],[6.61804141]
0.015928923992127027,[[0.00022328]],0.04915002329343779,[2.],[123.55775902]
0.001091398079184451,[[0.0001002]],0.25251731147447526,[2.],[1830.51192956]
0.07593825878044613,[[0.00267826]],0.048433844874256525,[2.],[24.33718539]
