AU06_r,AU12_r,sigmas,pis,as,bs
0.10389198347898938,0.01757303120192766,"[[5.56991867e-03 2.08646685e-05]
 [2.08646685e-05 2.53303531e-04]]",0.030648332278815027,[2. 2.],[ 17.25076347 111.81075792]
0.3948160112966653,0.43059812298423067,"[[0.01178064 0.00014344]
 [0.00014344 0.01045451]]",0.00853468333595172,[7.61288886 9.66796365],[11.66922899 12.78444181]
0.12540276715143836,0.14157111009348558,"[[ 6.08087509e-03 -1.66991241e-05]
 [-1.66991241e-05  6.65308182e-03]]",0.29868136820641694,[2.13640794 2.44444208],[14.89996206 14.82208976]
0.01676822179887877,0.11760144436720046,"[[ 2.39550400e-04 -1.35143284e-05]
 [-1.35143284e-05  6.10613491e-03]]",0.04501452864903147,[2. 2.],[117.27323147  15.00659385]
0.4524484281572569,0.592905788448411,"[[0.00592963 0.00023286]
 [0.00023286 0.00672851]]",0.023729816788725277,[18.45075386 20.67612075],[22.32904051 14.19640226]
0.327880520659127,0.4214162534203614,"[[0.00564171 0.00014298]
 [0.00014298 0.00951909]]",0.040189218634845904,[12.47968491 10.37285305],[25.58199953 14.24141601]
0.001062345849563956,0.0011010474903056621,"[[1.00193316e-04 1.87161325e-09]
 [1.87161325e-09 1.00284037e-04]]",0.1887719079371281,[2. 2.],[1880.62607777 1814.45207642]
0.5805771980555776,0.6835491658453295,"[[5.84707657e-03 5.94353080e-06]
 [5.94353080e-06 6.79721627e-03]]",0.005186758787789915,[23.59813725 21.06922605],[17.04785665  9.75405207]
0.0011162369946051524,0.08562613582155418,"[[1.00240857e-04 8.93840210e-07]
 [8.93840210e-07 4.45451994e-03]]",0.1344393977605995,[2. 2.],[1789.73420131   21.3573544 ]
0.10282372167323271,0.0011574401186369107,"[[ 7.08947526e-03 -1.68652404e-06]
 [-1.68652404e-06  1.00325208e-04]]",0.0660370208197512,[2. 2.],[  17.45076455 1725.95116378]
0.6042103571130979,0.539818726810107,"[[0.0050771  0.00027773]
 [0.00027773 0.02878155]]",0.002239882207876849,[27.85512903  4.11937327],[18.24657827  3.51165742]
0.22727162260068048,0.2481429904330848,"[[6.35293746e-03 7.15172234e-05]
 [7.15172234e-05 8.90378838e-03]]",0.15652708459306797,[6.05537607 4.95139131],[20.58840815 15.00239138]
