AU06_r,AU12_r,sigmas,pis,as,bs
0.07397243285770007,0.11033615656702318,"[[2.54999730e-03 1.26489333e-05]
 [1.26489333e-05 5.17368671e-03]]",0.05834985353857848,[2. 2.],[25.03709913 16.12642439]
0.507266380691565,0.6142586361041347,"[[0.00846614 0.00068462]
 [0.00068462 0.00999387]]",0.024834168497647902,[14.46883825 13.9492139 ],[14.05431803  8.75980976]
0.015459644068788614,0.12343612758077002,"[[ 2.15847534e-04 -1.76722035e-06]
 [-1.76722035e-06  6.48865364e-03]]",0.0409729050816925,[2. 2.],[127.36908451  14.20271179]
0.11499615131350852,0.1271923673363386,"[[5.04263761e-03 3.98529226e-05]
 [3.98529226e-05 6.19454706e-03]]",0.09284174977689409,[2.20589093 2.15226293],[16.97641133 14.7690585 ]
0.0011148550727750396,0.0854827197838354,"[[1.00237088e-04 8.17622422e-07]
 [8.17622422e-07 4.43082485e-03]]",0.13425379914390395,[2. 2.],[1791.95515062   21.39654149]
0.1355898253533196,0.1601003151624284,"[[5.30193524e-03 6.74240863e-05]
 [6.74240863e-05 6.46035800e-03]]",0.11548830683761137,[2.86177533 3.17228496],[18.24434619 16.64207304]
0.3643258723632416,0.48214491637204965,"[[0.00565466 0.00039104]
 [0.00039104 0.00879559]]",0.034614017743941426,[14.5570166  13.20454095],[25.39901645 14.18253813]
0.10300911468019923,0.00115440198986689,"[[ 7.10208511e-03 -1.41072154e-06]
 [-1.41072154e-06  1.00316888e-04]]",0.06590156408537935,[2. 2.],[  17.41575759 1730.49874615]
0.0010623774188951705,0.0011009658343948117,"[[1.00193470e-04 1.83506201e-09]
 [1.83506201e-09 1.00283704e-04]]",0.18876960838290827,[2. 2.],[1880.57013414 1814.58679817]
0.1603759352644702,0.20701165588968404,"[[7.84974511e-03 4.81988645e-05]
 [4.81988645e-05 4.24969177e-03]]",0.042293881191039766,[2.59073261 7.78947047],[13.56339057 29.83870288]
0.2522432691966635,0.2842276483913775,"[[5.34969723e-03 7.18677187e-05]
 [7.18677187e-05 1.02613862e-02]]",0.069699265689009,[8.64120741 5.35087109],[25.61622762 13.47513376]
0.09705241252856689,0.015779935997971936,"[[4.87392994e-03 1.37765875e-05]
 [1.37765875e-05 2.22498491e-04]]",0.025166140251610396,[2. 2.],[ 18.60742178 124.74322635]
0.2259403195044832,0.14383431061544497,"[[3.59416641e-03 6.68358265e-05]
 [6.68358265e-05 8.41187501e-03]]",0.05202653336838787,[10.76826245  2.        ],[36.89150218 11.90488814]
0.24756821854957228,0.29651139937962895,"[[0.01102806 0.00017098]
 [0.00017098 0.00842394]]",0.05478820641139542,[3.93417907 7.0456585 ],[11.9571138  16.71618849]
