AU12_r,sigmas,pis,as,bs
0.2453884638499698,[[0.02033619]],0.04083767029539808,[2.],[6.15034239]
0.18530928373887043,[[0.01289635]],0.07423949360975146,[2.],[8.79276742]
0.43638579694112817,[[0.02461221]],0.01327634296532383,[3.9244772],[5.06865967]
0.03597546825929526,[[0.00070881]],0.01637950131571696,[2.],[53.593439]
0.001091280868068899,[[0.0001002]],0.2524922778383447,[2.],[1830.70875402]
0.1820367244586943,[[0.01251626]],0.10232098706786921,[2.],[8.98679404]
0.2979062864996632,[[0.02719192]],0.021966583750699913,[2.],[4.71352063]
0.3688299205089385,[[0.02911999]],0.014555507336044795,[2.57971328],[4.41460344]
0.12973298925150648,[[0.00698028]],0.14697466448550187,[2.],[13.41627933]
0.14847793342267532,[[0.00883478]],0.14605112508652168,[2.],[11.47001506]
0.5836114316522134,[[0.00964862]],0.02493357368989052,[14.11515945],[10.07072637]
0.1849387431589157,[[0.01285315]],0.0836945979672895,[2.],[8.81439165]
0.3175904466999239,[[0.02975141]],0.018119712727103714,[2.],[4.29741864]
0.01532222203357624,[[0.00021381]],0.04415796186454363,[2.],[128.52937072]
