AU12_r,sigmas,pis,as,bs
0.4775981416782985,[[0.02246346]],0.0104716181483281,[4.82701029],[5.2798345]
0.17366542192442636,[[0.01158131]],0.17951083520589722,[2.],[9.51639732]
0.31843858983484147,[[0.02786648]],0.026169052042121214,[2.16169002],[4.62671467]
0.0010925093528465885,[[0.00010021]],0.2527013634378385,[2.],[1828.64794346]
0.2570881022467218,[[0.02182247]],0.06432875691700525,[2.],[5.7794343]
0.3828234133072689,[[0.02633582]],0.017903988844242602,[3.05164603],[4.91977349]
0.14223928007250364,[[0.00823905]],0.3508414485642018,[2.],[12.06081357]
0.5952693958401674,[[0.00845754]],0.01874313251374589,[16.36174193],[11.12453915]
0.017331524421683234,[[0.00024853]],0.0551956092244458,[2.],[113.39665821]
0.33125381503482254,[[0.02716776]],0.024134195102173538,[2.36977527],[4.78418088]
