AU12_r,sigmas,pis,as,bs
0.0010912304951101763,[[0.0001002]],0.25248771599263575,[2.],[1830.79335481]
0.01566461999130707,[[0.00021886]],0.04783451215342253,[2.],[125.67625395]
0.4796134491681381,[[0.01902439]],0.011368925410029304,[5.81252178],[6.30665834]
0.17273968899990536,[[0.01145014]],0.15639078034775153,[2.],[9.57811509]
0.2970256489013507,[[0.02707744]],0.025584105980363765,[2.],[4.73342524]
0.06885684274120804,[[0.00224141]],0.046049177668828274,[2.],[27.04576975]
0.4026847535606578,[[0.0266717]],0.0133007503075942,[3.22879206],[4.78937111]
0.3620317546886906,[[0.02956433]],0.015007020396062803,[2.46626138],[4.34601778]
0.17740953257792808,[[0.0119808]],0.1224621125025124,[2.],[9.27335139]
0.16242984752601256,[[0.01030579]],0.2823031801559217,[2.],[10.31300793]
0.571724883961085,[[0.01085891]],0.02721171908487774,[12.3199954],[9.22882248]
