AU06_r,sigmas,pis,as,bs
0.25840671219817946,[[0.01847942]],0.0109027868391552,[2.42128686],[6.94877493]
0.26621177718553213,[[0.01842431]],0.008107950293530198,[2.55628879],[7.04617439]
0.26780583324861496,[[0.01841306]],0.007581025995914328,[2.58413402],[7.06514803]
0.11931250975492516,[[0.00603525]],0.2022991531958611,[2.],[14.76270162]
0.18939122964507715,[[0.01336086]],0.1204878217938293,[2.],[8.56015109]
0.20278955904430582,[[0.01495561]],0.1073016942098326,[2.],[7.8624407]
0.25209793913201173,[[0.01852215]],0.013507859359352885,[2.31411008],[6.86529888]
0.014672746884491005,[[0.00020317]],0.04447863959566899,[2.],[134.30712884]
0.2437109062310047,[[0.00748668]],0.09851358138463051,[5.75624882],[17.86291912]
0.001073507981237479,[[0.00010016]],0.322133134655725,[2.],[1861.05089012]
0.5243250379943315,[[0.00853724]],0.013087775724921171,[14.79338777],[13.420767]
0.27460657688386386,[[0.01836587]],0.005266964963807693,[2.70380031],[7.14228691]
0.051149363330846555,[[0.00130295]],0.042130406495425966,[2.],[37.10117096]
0.27598518949152995,[[0.01835651]],0.004201205492344949,[2.72821512],[7.15715272]
