AU12_r,sigmas,pis,as,bs
0.1412148672808044,[[0.00813736]],0.2046062629500656,[2.],[12.16281471]
0.3342109982788545,[[0.02830492]],0.00744447784182926,[2.29312839],[4.56819097]
0.017334561733301522,[[0.00024857]],0.05521818650403843,[2.],[113.37643875]
0.2743167383756586,[[0.02406879]],0.03802264720508681,[2.],[5.29084201]
0.3451549794681434,[[0.02790038]],0.011426825812673746,[2.45097058],[4.65010206]
0.30244938809137173,[[0.02775289]],0.01897320100610764,[2.],[4.61267663]
0.34579861254060223,[[0.02787886]],0.011289615134299385,[2.46017057],[4.65428992]
0.0010925082383151658,[[0.00010021]],0.25270120273003444,[2.],[1828.64981101]
0.3245723285069523,[[0.02871812]],0.007074795459523836,[2.15311073],[4.48057471]
0.5946404860185089,[[0.00869761]],0.0200750471165016,[15.88505597],[10.82865818]
0.3388024292544153,[[0.02812629]],0.012598251060459635,[2.35963204],[4.60499347]
0.2869344118405293,[[0.02572184]],0.028998407302162663,[2.],[4.97023402]
0.14992058095875757,[[0.00902093]],0.17417292337360257,[2.],[11.34039654]
0.16407361147030364,[[0.01052201]],0.13634693409743803,[2.],[10.18965062]
0.29700478009548775,[[0.02704095]],0.021051222406176254,[2.],[4.73389835]
