AU12_r,sigmas,pis,as,bs
0.14467611067950958,[[0.0084518]],0.12602798674711996,[2.],[11.82398235]
0.22494170047754541,[[0.0177229]],0.05449099299483136,[2.],[6.89119268]
0.02746082470185318,[[0.00046316]],0.02840528196064164,[2.],[70.83102462]
0.3780363924513542,[[0.02908239]],0.01705102579855716,[2.67830718],[4.40647945]
0.2074608451110622,[[0.01555051]],0.06159046964863876,[2.],[7.64037334]
0.3818490371799492,[[0.02888282]],0.016834063587079826,[2.73875305],[4.43359199]
0.5813752933146691,[[0.01011078]],0.027066819616432907,[13.41299833],[9.65815465]
0.013790563691397775,[[0.00019091]],0.032292257534623475,[2.],[143.02670411]
0.0010910278119083505,[[0.0001002]],0.25243321501295135,[2.],[1831.13383781]
0.1505559641595407,[[0.00905651]],0.12354293200016037,[2.],[11.28409679]
0.1803374904316147,[[0.01232573]],0.09309509897522725,[2.],[9.09031736]
0.13941926850017827,[[0.00792385]],0.12731065897161165,[2.],[12.34521943]
0.3858551584288547,[[0.01441425]],0.0038244791175418087,[5.95762176],[9.48242519]
0.28296631552206297,[[0.02522786]],0.03603471803458237,[2.],[5.06797909]
