AU06_r,AU12_r,sigmas,pis,as,bs
0.0011138174484743098,0.08550615021015376,"[[1.00234095e-04 8.27153244e-07]
 [8.27153244e-07 4.43848376e-03]]",0.1341520946910905,[2. 2.],[1793.6263863    21.39013036]
0.21870215379137284,0.14070009151432855,"[[3.84473259e-03 5.12813248e-05]
 [5.12813248e-05 8.11260228e-03]]",0.05866123995377397,[9.50108171 2.        ],[33.94193679 12.21463183]
0.08370189512620323,0.01339382009902999,"[[3.89757755e-03 1.14380178e-05]
 [1.14380178e-05 1.86184462e-04]]",0.019481568937722175,[2. 2.],[ 21.89432159 147.32259693]
0.10344799518100255,0.0011512195871640459,"[[ 7.12781138e-03 -8.38339376e-07]
 [-8.38339376e-07  1.00308945e-04]]",0.06571645474926559,[2. 2.],[  17.33338579 1735.28802246]
0.611107436872213,0.6118921021062008,"[[0.00441904 0.00029721]
 [0.00029721 0.02087533]]",0.005685901911009958,[32.25412095  6.34906129],[20.52566703  4.02705121]
0.12542938103721515,0.18043192658004198,"[[6.49127639e-03 4.39914573e-05]
 [4.39914573e-05 4.38998336e-03]]",0.07183516754015354,[2.         5.89740343],[13.94522737 26.78751847]
0.20844646675080747,0.24529842988148187,"[[0.0081541  0.00010643]
 [0.00010643 0.00788625]]",0.11113060207215524,[4.00942401 5.51300329],[15.22536597 16.96167498]
0.3706239143650478,0.4850599683642067,"[[0.00681114 0.00015059]
 [0.00015059 0.00845311]]",0.0324857891810967,[12.32217887 13.84773446],[20.92494414 14.70076545]
0.10411139239367022,0.11721832436225772,"[[4.64522087e-03 2.72367238e-05]
 [2.72367238e-05 5.76439604e-03]]",0.19609787304009932,[2. 2.],[17.21019356 15.06217872]
0.47685724714335104,0.6240661514748272,"[[0.00547642 0.00026601]
 [0.00026601 0.00606583]]",0.01818982631672659,[21.24517631 23.51287226],[23.3073107  14.16401857]
0.2543661666553158,0.27516205568794305,"[[5.68461961e-03 4.59680237e-05]
 [4.59680237e-05 9.47202199e-03]]",0.028307337461689973,[8.23241272 5.51879555],[24.1320044  14.53773272]
0.014426477121165434,0.11996678918572204,"[[ 1.99791038e-04 -6.19272740e-06]
 [-6.19272740e-06  6.36894570e-03]]",0.03601514126371979,[2. 2.],[136.63398411  14.67128056]
0.2882991785918895,0.3589616575509444,"[[6.81716475e-03 6.17917330e-05]
 [6.17917330e-05 8.33278818e-03]]",0.03347055589898469,[8.3889184  9.55368871],[20.70904311 17.06110012]
0.0010624049410078301,0.0011009266670746996,"[[1.00193628e-04 1.71516476e-09]
 [1.71516476e-09 1.00283576e-04]]",0.18877044698251202,[2. 2.],[1880.52136526 1814.65142631]
