AU12_r,sigmas,pis,as,bs
0.3663860481934,[[0.02548165]],0.014596393518354282,[2.9715271],[5.13884477]
0.01752752765873496,[[0.0002523]],0.05594642992952792,[2.],[112.10622416]
0.15183380857796105,[[0.00923645]],0.5268831996648466,[2.],[11.17229686]
0.34286074071746264,[[0.02622823]],0.015713411830540994,[2.60240144],[4.98785643]
0.3005139828402601,[[0.02747591]],0.006647318677054989,[2.],[4.65526436]
0.17498967379440047,[[0.01174653]],0.01580534352937414,[2.],[9.42924583]
0.3369464323626721,[[0.02643718]],0.016071380928144387,[2.51049822],[4.94023572]
0.2986728393339543,[[0.02723594]],0.028151387886345598,[2.],[4.69629018]
0.0010926848014660238,[[0.00010021]],0.25272905459376926,[2.],[1828.35400265]
0.44681079114198524,[[0.02271952]],0.013338900666606285,[4.41414757],[5.46508466]
0.31834205652212516,[[0.02713977]],0.017426629613891572,[2.22701292],[4.76864748]
0.5979595767660663,[[0.00821038]],0.01701461993138155,[16.91057995],[11.36989352]
0.30139657095199596,[[0.02759089]],0.019675929230162145,[2.],[4.63577556]
