AU12_r,sigmas,pis,as,bs
0.25832249724338074,[[0.02200873]],0.028607165461889156,[2.],[5.74226024]
0.48920465181968104,[[0.02514557]],0.004237084104627919,[4.3722538],[4.56522008]
0.5881615911159499,[[0.00943797]],0.024692682256458803,[14.50712857],[10.15808043]
0.2824642006614801,[[0.02517699]],0.020634719104422394,[2.],[5.08054329]
0.0010921643282600791,[[0.0001002]],0.25264590293649014,[2.],[1829.2262617]
0.24947023023024048,[[0.02085658]],0.030326820831804463,[2.],[6.01698863]
0.1209903152872863,[[0.00619051]],0.14025470293854328,[2.],[14.53024868]
0.1804011595903944,[[0.01232419]],0.06528389061383484,[2.],[9.08640324]
0.3094311194241532,[[0.0287223]],0.014714903084434867,[2.],[4.46347402]
0.27804453338386675,[[0.0245953]],0.022714670801304977,[2.],[5.19309233]
0.016937133502404344,[[0.00024111]],0.0536242787384677,[2.],[116.08373594]
0.33054446687166433,[[0.03146869]],0.012414613646330324,[2.],[4.05062314]
0.16931177190060018,[[0.0110721]],0.13825132471167118,[2.],[9.81252773]
0.15437219775512565,[[0.00945658]],0.16729858780182708,[2.],[10.95570076]
0.27458160908266255,[[0.02413985]],0.02429865296789286,[2.],[5.28380902]
