AU06_r,sigmas,pis,as,bs
0.01414435461565794,[[0.00019544]],0.03956513356354781,[2.],[139.3991698]
0.014136514586991054,[[0.00019533]],0.0012478858415178953,[2.],[139.47758896]
0.23156455214633348,[[0.01673973]],0.018553646686706362,[2.22995399],[7.3999914]
0.1867331092380267,[[0.01293029]],0.07772015437287354,[2.00641259],[8.73840175]
0.28355128533010476,[[0.01746979]],0.005761680627603146,[3.01376597],[7.6148791]
0.17421284143436766,[[0.01156299]],0.19511810263990945,[2.],[9.48020997]
0.2890760262346889,[[0.01762028]],0.005454246564875971,[3.08251294],[7.58081663]
0.04851029577483302,[[0.00118261]],0.06335408774258888,[2.],[39.22836128]
0.17824461994294813,[[0.01201616]],0.12696261293165137,[2.],[9.22053502]
0.2193457404678811,[[0.01623839]],0.029292101868950534,[2.09364676],[7.45131526]
0.5582232199440649,[[0.00682162]],0.008706009169090452,[19.62224715],[15.52900857]
0.19290101834283,[[0.0137105]],0.044431739513460244,[2.],[8.36801162]
0.0010734334337387003,[[0.00010016]],0.3221084800738179,[2.],[1861.18027475]
0.20902571940412684,[[0.01553618]],0.03371157566305389,[2.01539802],[7.62646819]
0.22191376871014679,[[0.01637753]],0.02801254274035245,[2.11771918],[7.42526317]
