AU06_r,AU12_r,sigmas,pis,as,bs
0.0010623526055046368,0.0011010220238038112,"[[1.00193358e-04 1.82467383e-09]
 [1.82467383e-09 1.00283944e-04]]",0.18877152372408273,[2. 2.],[1880.61410537 1814.49409073]
0.29728593075015486,0.37487972335949715,"[[6.16861196e-03 7.14813667e-05]
 [7.14813667e-05 8.09364387e-03]]",0.025296328973098026,[ 9.77063764 10.47945966],[23.09549099 17.47473206]
0.09662368700595701,0.018128760517290066,"[[4.86344928e-03 4.07737006e-06]
 [4.07737006e-06 2.65378348e-04]]",0.030457539472995763,[2. 2.],[ 18.69885824 108.32193834]
0.3494305271056994,0.47189408815112444,"[[0.00547445 0.00013555]
 [0.00013555 0.00830148]]",0.026516791535101704,[14.16083007 13.69434056],[26.36462199 15.3256046 ]
0.6003715302127942,0.6793823156154277,"[[ 4.90542124e-03 -8.80705434e-05]
 [-8.80705434e-05  8.91418003e-03]]",0.005100135947609021,[28.76397171 15.92162911],[19.14631428  7.51381915]
0.19091768719218793,0.16335043246074057,"[[5.25976286e-03 1.86034777e-05]
 [1.86034777e-05 9.86308668e-03]]",0.1309411898335873,[5.41593147 2.10010172],[22.95195601 10.75631799]
0.013990354277424186,0.1160684536959196,"[[ 1.94027430e-04 -1.21620689e-05]
 [-1.21620689e-05  6.12059031e-03]]",0.03351900370916417,[2. 2.],[140.95563646  15.23121086]
0.5009629631099898,0.4357441135193501,"[[ 1.15192526e-02 -3.30173231e-05]
 [-3.30173231e-05  1.24140593e-02]]",0.004595834126783205,[10.37129418  8.19454495],[10.33142227 10.61132   ]
0.10152302726189737,0.14971301023854383,"[[4.45504426e-03 3.02951302e-05]
 [3.02951302e-05 6.24146194e-03]]",0.1752182984082231,[2.         2.90378958],[17.69996418 16.49191676]
0.46419910761606914,0.6035852040578871,"[[0.00566115 0.00017816]
 [0.00017816 0.00686479]]",0.021837913868372572,[19.93004891 20.43418607],[23.00421913 13.42049747]
0.07245006561465345,0.10992959850092672,"[[2.44217353e-03 4.42501643e-05]
 [4.42501643e-05 5.22143347e-03]]",0.04313506062902975,[2. 2.],[25.60522    16.19346225]
0.10300299861273153,0.0011583531513373049,"[[ 7.10166241e-03 -1.43934229e-06]
 [-1.43934229e-06  1.00327864e-04]]",0.06607918724369463,[2. 2.],[  17.41691045 1724.5891647 ]
0.2359428239388226,0.25331118744862813,"[[7.26710416e-03 5.62278805e-05]
 [5.62278805e-05 7.92942644e-03]]",0.11438789806669196,[5.61705039 5.78904902],[18.18977829 17.06445807]
0.0011134914005375123,0.08556716927755356,"[[1.00233079e-04 8.64905172e-07]
 [8.64905172e-07 4.45028679e-03]]",0.13414329446156614,[2. 2.],[1794.15217417   21.37345055]
