AU06_r,sigmas,pis,as,bs
0.24524990069591454,[[0.01756801]],0.009767189515756537,[2.33878512],[7.19754952]
0.26629578598976,[[0.01795306]],0.006452987033186317,[2.63178866],[7.25116404]
0.1919359991802867,[[0.0136284]],0.11855011941741367,[2.],[8.42014009]
0.21851747977357333,[[0.00898116]],0.16500689782100433,[3.93637052],[14.07761411]
0.21953094496874156,[[0.01697686]],0.01964788370253357,[2.],[7.11033294]
0.5261093132706355,[[0.00820242]],0.005451048185843108,[15.46534675],[13.93034414]
0.21282631513218322,[[0.0161501]],0.02420223578964946,[2.],[7.39733415]
0.001073485477350501,[[0.00010016]],0.32213002588082934,[2.],[1861.08994597]
0.1877775307155116,[[0.01313942]],0.11415656129275956,[2.],[8.65090159]
0.014779148171352126,[[0.00020464]],0.0456059090411469,[2.],[133.32579664]
0.07550225468086796,[[0.00264244]],0.15085191655147553,[2.],[24.48927517]
0.24214317854175427,[[0.01751565]],0.010535672606969549,[2.29476854],[7.18213912]
0.5370635804642284,[[0.0080482]],0.007641553161432216,[16.05398976],[13.83816891]
