AU06_r,sigmas,pis,as,bs
0.2765150326401721,[[0.01667808]],0.025837683006563722,[3.04029822],[7.95475761]
0.514858693852287,[[0.00915315]],0.007281712862749713,[13.53505446],[12.75381785]
0.01662475955035133,[[0.00023585]],0.054552395004496775,[2.],[118.30249183]
0.20887246486125072,[[0.0156978]],0.05429004336791526,[2.],[7.57522094]
0.0010744441315183562,[[0.00010017]],0.32235038046690556,[2.],[1859.42763624]
0.0932515850415916,[[0.00389247]],0.1267118302541827,[2.],[19.44735662]
0.2500788716646583,[[0.00458907]],0.05376998169892122,[9.96978062],[29.8967645]
0.15668942306788072,[[0.00970881]],0.09417191079705452,[2.],[10.76410341]
0.17202509664518179,[[0.01137969]],0.09046583387099708,[2.],[9.62621059]
0.3045696684568012,[[0.01728472]],0.008330584233983779,[3.42762772],[7.82637448]
0.1680672657347817,[[0.01094016]],0.0917551281259248,[2.],[9.89999725]
0.29545657534674086,[[0.01663318]],0.011322497143836674,[3.40214272],[8.11272275]
0.2513272821378582,[[0.01829572]],0.02588235209589015,[2.33344142],[6.9510318]
0.5341700753639955,[[0.00851466]],0.004330310268414894,[15.07641499],[13.14758273]
0.22690519166372075,[[0.01791146]],0.028947356802163232,[2.],[6.81425403]
