AU06_r,AU12_r,sigmas,pis,as,bs
0.17316045249795753,0.18896747471717718,"[[0.01635337 0.01300297]
 [0.01300297 0.02540989]]",0.6661259168570441,[2. 2.],[9.54998137 8.58383197]
0.0012168157230639577,0.00110209319486887,"[[1.01250173e-04 4.82400268e-09]
 [4.82400268e-09 1.00285204e-04]]",0.19332669976114633,[2. 2.],[1641.63425134 1812.72856317]
0.001248826945510777,0.08609345041267293,"[[1.00758329e-04 1.03240928e-06]
 [1.03240928e-06 4.44887311e-03]]",0.14054738338180953,[2. 2.],[1599.50292015   21.23057086]
