AU12_r,sigmas,pis,as,bs
0.4502149856218082,[[0.0297171]],0.007136829104064239,[3.29974266],[4.02951729]
0.2132838516166422,[[0.01625596]],0.07768697568546307,[2.],[7.37717499]
0.017048506647022302,[[0.00024318]],0.0540767115130689,[2.],[115.31232778]
0.13328471077318096,[[0.00734113]],0.2738320651997215,[2.],[13.00547203]
0.284182822002946,[[0.02539257]],0.04164959859268148,[2.],[5.03772306]
0.16625636526741738,[[0.01074135]],0.16498095877167573,[2.],[10.02961461]
0.0010922585813614508,[[0.00010021]],0.252661163233595,[2.],[1829.06824165]
0.2935544060955023,[[0.02662575]],0.0357825406536788,[2.],[4.81304712]
0.23407625713818175,[[0.01886971]],0.06556638915319007,[2.],[6.54422411]
0.5856701105588419,[[0.00982811]],0.02662676809286117,[13.87480112],[9.81567048]
