AU06_r,AU12_r,sigmas,pis,as,bs
0.49320868462025297,0.4282121064242343,"[[1.22907693e-02 3.70073170e-05]
 [3.70073170e-05 1.24853204e-02]]",0.004552090191318623,[9.53703601 7.96934851],[ 9.79967948 10.64140161]
0.1377502470821621,0.07003408742406944,"[[ 5.86045146e-03 -6.25523542e-05]
 [-6.25523542e-05  2.36862701e-03]]",0.09561229216228162,[2.65406567 2.        ],[16.61316414 26.55752211]
0.059593582481643675,0.013854254793174866,"[[2.03258549e-03 2.60791924e-06]
 [2.60791924e-06 1.97555175e-04]]",0.017433351621488857,[2. 2.],[ 31.56066067 142.35998398]
0.001062289575326406,0.0011008607480846146,"[[1.00193157e-04 1.48331593e-09]
 [1.48331593e-09 1.00283386e-04]]",0.18876506882452182,[2. 2.],[1880.72580891 1814.76020648]
0.5906434776872508,0.6764411589306301,"[[ 5.37464736e-03 -8.71769978e-06]
 [-8.71769978e-06  8.71274606e-03]]",0.005959293450595687,[25.98003014 16.31609742],[18.00594638  7.80440028]
0.017143106221730438,0.11603415965783509,"[[ 2.46738695e-04 -2.68054866e-05]
 [-2.68054866e-05  5.96128883e-03]]",0.04424117582305801,[2. 2.],[114.66497157  15.23630357]
0.4554071304275231,0.5949280936082622,"[[0.00584828 0.00023762]
 [0.00023762 0.00688289]]",0.02365427639679802,[18.85732767 20.23513405],[22.55029731 13.77760508]
0.33429316891179156,0.42389347909418146,"[[0.00569435 0.00013977]
 [0.00013977 0.00982807]]",0.04404698544453947,[12.73024109 10.10901248],[25.35082749 13.73898938]
0.1039716697967799,0.0011574713356115023,"[[ 7.11472409e-03 -1.60565378e-07]
 [-1.60565378e-07  1.00328888e-04]]",0.06585861477120473,[2. 2.],[  17.23600923 1725.90456097]
0.001116643513695391,0.08568765640958949,"[[1.00241915e-04 9.46067521e-07]
 [9.46067521e-07 4.46081293e-03]]",0.13447737843386626,[2. 2.],[1789.08191242   21.34058467]
0.23400848234078547,0.24674865255485953,"[[5.41025206e-03 7.11451979e-05]
 [7.11451979e-05 1.02831623e-02]]",0.11470875612428812,[7.51898933 4.21312758],[24.61227898 12.86144421]
0.11227772286103126,0.15779832715637218,"[[5.32832482e-03 6.08175664e-05]
 [6.08175664e-05 5.46040293e-03]]",0.18251229438452915,[2.         3.68277621],[15.81297259 19.65572348]
0.1917994643828499,0.23641595732493095,"[[0.00830365 0.00011744]
 [0.00011744 0.00764212]]",0.07817842237150954,[3.38871157 5.34824452],[14.2792813  17.27393625]
