AU12_r,sigmas,pis,as,bs
0.3478196477426706,[[0.0284366]],0.006918496545301247,[2.42676723],[4.55031773]
0.17384169889713524,[[0.01159544]],0.15139949581414974,[2.],[9.5047196]
0.3434658351510499,[[0.02858016]],0.023539633153562937,[2.36647427],[4.5235102]
0.01721232520021454,[[0.00024627]],0.054715403165498194,[2.],[114.19580601]
0.0010924055619706428,[[0.00010021]],0.2526847444707807,[2.],[1828.82187571]
0.1382778358913044,[[0.00783939]],0.3273661652985678,[2.],[12.46363394]
0.5854842162289049,[[0.00976629]],0.024803894672052185,[13.96381199],[9.88621095]
0.21655070734620196,[[0.01665996]],0.08155152252544563,[2.],[7.23571215]
0.2624076471462951,[[0.02251728]],0.057651118706277066,[2.],[5.6217291]
0.39147523830033215,[[0.02786368]],0.019369525648364375,[2.9554687],[4.59409871]
