AU06_r,sigmas,pis,as,bs
0.5162607421331701,[[0.00887371]],0.005092490757448208,[14.0130231],[13.13028251]
0.014646485523672276,[[0.00020268]],0.04470230826571367,[2.],[134.5515295]
0.2060964785696714,[[0.01534066]],0.035325343991135884,[2.],[7.70419298]
0.17429075384955603,[[0.0116079]],0.09400473988175351,[2.],[9.47507803]
0.18555758663126737,[[0.0128969]],0.0781329948310265,[2.],[8.77832514]
0.20584376725411369,[[0.01530998]],0.035853138889251374,[2.],[7.71610667]
0.001073459880909854,[[0.00010016]],0.3221222936312821,[2.],[1861.13437099]
0.26963438841064824,[[0.01810113]],0.006607520303786083,[2.66385996],[7.21566608]
0.5292103546535215,[[0.00852893]],0.01027088690744128,[14.93006475],[13.28190166]
0.17328589002336303,[[0.01149501]],0.09477822084899282,[2.],[9.54162061]
0.179654089633228,[[0.01221632]],0.08807170633089417,[2.],[9.13250472]
0.2348645581250324,[[0.00870124]],0.08886054797044377,[4.61570062],[15.03690536]
0.06499958907456162,[[0.0020061]],0.09617780739083046,[2.],[28.76942529]
