AU12_r,sigmas,pis,as,bs
0.5884371887099058,[[0.00938261]],0.022606082059386568,[14.59998373],[10.21147281]
0.34589353639471354,[[0.02632508]],0.00941273191237118,[2.62689292],[4.96761997]
0.14458031404813257,[[0.00847463]],0.43568391401213524,[2.],[11.8331419]
0.4326532588439138,[[0.02555726]],0.017353778684736792,[3.72276006],[4.8817286]
0.017306009451563263,[[0.00024806]],0.0550694363800461,[2.],[113.56679231]
0.4059679296409756,[[0.02620353]],0.018450751425036223,[3.33026156],[4.8730011]
0.29097576806650066,[[0.02625432]],0.008927205361531217,[2.],[4.87342459]
0.21836574177171,[[0.01688777]],0.09218949882731825,[2.],[7.15894583]
0.0010924893445227552,[[0.00010021]],0.2526980508603854,[2.],[1828.68147074]
0.22467798801101138,[[0.01767612]],0.08760855047705299,[2.],[6.90162858]
