AU06_r,AU12_r,sigmas,pis,as,bs
0.0011241230371911047,0.08567084736618084,"[[1.00264783e-04 8.81092451e-07]
 [8.81092451e-07 4.45720150e-03]]",0.13509046941185535,[2. 2.],[1777.16467667   21.34516421]
0.10232650014992833,0.0012373641730010659,"[[ 7.01871955e-03 -2.93010388e-06]
 [-2.93010388e-06  1.00585672e-04]]",0.06833660224537808,[2. 2.],[  17.54527905 1614.33902423]
0.286461640943384,0.3434801154148056,"[[0.0064773  0.00059986]
 [0.00059986 0.01156228]]",0.09643704137696865,[8.75328101 6.35548418],[21.80327442 12.14772429]
0.1662747285652325,0.19982596026047056,"[[7.00746067e-03 8.29651851e-05]
 [8.29651851e-05 6.49517797e-03]]",0.24294042192875967,[3.12311091 4.71940507],[15.6597248  18.89817225]
0.4675977636111259,0.5785402177176614,"[[0.00993628 0.00202958]
 [0.00202958 0.01135899]]",0.04039923402397414,[11.24790384 11.84037019],[12.80675321  8.62557121]
0.12421302573636148,0.08070531012031061,"[[5.85977555e-03 4.72744053e-06]
 [4.72744053e-06 3.20511410e-03]]",0.16068586372961885,[2.18174704 2.        ],[15.38281213 22.78151682]
0.0010621668342102263,0.0011011454475022124,"[[1.00192416e-04 2.13406537e-09]
 [2.13406537e-09 1.00284457e-04]]",0.18876558613650785,[2. 2.],[1880.94337159 1814.290486  ]
0.022899898828424504,0.12343765181639935,"[[3.72084839e-04 6.48175059e-06]
 [6.48175059e-06 6.53005702e-03]]",0.06734478114693737,[2. 2.],[85.33663039 14.20251172]
