AU06_r,sigmas,pis,as,bs
0.20739470347869912,[[0.01547751]],0.03059218403181197,[2.],[7.64344781]
0.21629494032001229,[[0.01055626]],0.13421734131292495,[3.25694823],[11.80095476]
0.2703227337445407,[[0.01763999]],0.006039603505707568,[2.75239458],[7.42948891]
0.06053727403071097,[[0.001763]],0.044104418815840776,[2.],[31.03749685]
0.06078059570708165,[[0.00177587]],0.052516869356209625,[2.],[30.90523853]
0.0010733980962973953,[[0.00010016]],0.3221049386193738,[2.],[1861.24161269]
0.21812809321068788,[[0.01679434]],0.01913542291842857,[2.],[7.16892442]
0.5403325115522825,[[0.0077589]],0.012050687262210544,[16.75647804],[14.25494119]
0.2028537584541042,[[0.01492684]],0.038164853230282486,[2.],[7.85931942]
0.24190550019126583,[[0.0171903]],0.010470098007071901,[2.33875864],[7.32930859]
0.014404707763656124,[[0.00019903]],0.04316552820811489,[2.],[136.84349706]
0.16733038014765633,[[0.01081658]],0.16667029772506484,[2.],[9.95240218]
0.18641672389335126,[[0.0129761]],0.11179872494070389,[2.],[8.72865115]
0.24862539244155188,[[0.01726606]],0.008969032066254158,[2.4413863],[7.37815093]
