AU12_r,sigmas,pis,as,bs
0.47652621652135035,[[0.02273668]],0.009229145161883053,[4.75154388],[5.21966802]
0.2965749901380929,[[0.02701754]],0.020157821818808243,[2.],[4.74365697]
0.3428867444831424,[[0.03040016]],0.013473780891661949,[2.19847069],[4.21318191]
0.01696796314445852,[[0.00024169]],0.0537490973040807,[2.],[115.86918577]
0.5927877701279662,[[0.00846203]],0.019014364737903137,[16.3172588],[11.2090493]
0.2924371083635813,[[0.02647516]],0.021230485163854517,[2.],[4.83907734]
0.532507157522922,[[0.01661486]],0.006819258146241347,[7.44613826],[6.53703203]
0.16492340083049287,[[0.01059089]],0.1636945571152922,[2.],[10.12684185]
0.2040522648879399,[[0.0151246]],0.06656650218500289,[2.],[7.80141044]
0.12522972186585238,[[0.00657827]],0.19558453323813435,[2.],[13.97064954]
0.3231659847768566,[[0.03047747]],0.0043687388803555875,[2.],[4.18877015]
0.0010921915203504758,[[0.0001002]],0.2526503255422952,[2.],[1829.18067]
0.1807286842097744,[[0.01236366]],0.13683255732025973,[2.],[9.06631196]
0.2642553392842728,[[0.0227792]],0.03662883249422727,[2.],[5.56843743]
