AU06_r,sigmas,pis,as,bs
0.3067490170529321,[[0.02044632]],0.011222366176009232,[2.88362601],[6.51697791]
0.2933727418542156,[[0.02007289]],0.014366449817312932,[2.73646926],[6.59115009]
0.17743095838375728,[[0.01196469]],0.09560252160090124,[2.],[9.27199006]
0.48038606285196633,[[0.01496723]],0.008379406182038737,[7.5312279],[8.14622089]
0.18326922988873856,[[0.0126221]],0.08346239504615989,[2.],[8.91290666]
0.19053043489768925,[[0.01345815]],0.07092766954450436,[2.],[8.49701063]
0.01970862194580636,[[0.0002974]],0.06752375074110749,[2.],[99.47842936]
0.23792107001153184,[[0.0192795]],0.029888900618021984,[2.],[6.40614915]
0.24009856120689063,[[0.01955467]],0.027764055384250533,[2.00009632],[6.33021732]
0.1308850028231383,[[0.00721436]],0.15917527589183472,[2.],[13.2805895]
0.0010764690268325447,[[0.00010017]],0.32275237616061064,[2.],[1855.92619216]
0.1872294495398307,[[0.01307561]],0.0761920670640828,[2.],[8.68208022]
0.23661685277656275,[[0.01911471]],0.03274276577316533,[2.],[6.45248331]
