AU12_r,sigmas,pis,as,bs
0.18612169265642553,[[0.01299253]],0.07139413907410806,[2.],[8.7456577]
0.18014176631484563,[[0.01229766]],0.07942319347345982,[2.],[9.10236699]
0.06221579543174444,[[0.001864]],0.03995278384360505,[2.],[30.14617745]
0.18460760256146044,[[0.01281556]],0.07293558541320377,[2.],[8.83379001]
0.497591559332372,[[0.01816986]],0.01855787894011609,[6.34863508],[6.41009236]
0.23132609791097142,[[0.01854004]],0.04929994974915962,[2.],[6.64580356]
0.1557386749787044,[[0.00958774]],0.16161260088882864,[2.],[10.84202527]
0.0010911237769382865,[[0.0001002]],0.2524682263239816,[2.],[1830.97261252]
0.015464763222868654,[[0.00021561]],0.04673798854854583,[2.],[127.32626069]
0.37864142284749586,[[0.03013048]],0.017005002441853774,[2.57795834],[4.23048413]
0.15857400236330088,[[0.00989125]],0.16337388989791807,[2.],[10.6124079]
0.5687467945053364,[[0.01134724]],0.0272387614052197,[11.72487835],[8.89040856]
