AU06_r,sigmas,pis,as,bs
0.5092775477371739,[[0.00908026]],0.005672591106775498,[13.50745911],[13.01532629]
0.19524130179616733,[[0.01403032]],0.11110604155216172,[2.],[8.2437342]
0.01463132983176884,[[0.00020244]],0.044551720182198246,[2.],[134.6929748]
0.2330264253966222,[[0.01782537]],0.020329208061513733,[2.10340079],[6.92304668]
0.0741588039127884,[[0.00255421]],0.03176309925220716,[2.],[24.96915126]
0.07299756099496728,[[0.00248147]],0.017956856341552696,[2.],[25.39817568]
0.20347307383780333,[[0.01501752]],0.05534467671403345,[2.],[7.8293104]
0.15989502126268676,[[0.01002164]],0.15245068916717003,[2.],[10.50820685]
0.29777459221765856,[[0.01813542]],0.0063836063392259165,[3.13562315],[7.39456724]
0.051466094559812936,[[0.00131869]],0.0213474913581262,[2.],[36.8605356]
0.0852782956720135,[[0.00329773]],0.058605382200203525,[2.],[21.4526263]
0.231502906613541,[[0.00913245]],0.14280130881672015,[4.27840677],[14.20259992]
0.531229618453942,[[0.00837648]],0.009565216886586559,[15.26171041],[13.46731726]
0.0010734597469697258,[[0.00010016]],0.322122112021525,[2.],[1861.13460346]
