AU06_r,sigmas,pis,as,bs
0.3656277730477402,[[0.02077098]],0.010884944823187193,[3.71724232],[6.44949717]
0.2876813530383092,[[0.02262407]],0.015188849805473028,[2.31803461],[5.73961177]
0.16830500613935911,[[0.01093397]],0.12783729730674526,[2.],[9.88318783]
0.25788414988911756,[[0.0219169]],0.026980772618995865,[2.],[5.75542041]
0.18199868753483334,[[0.01250523]],0.10111520097503107,[2.],[8.98909024]
0.18683760358022994,[[0.01171725]],0.06590721808605736,[2.23575299],[9.73053725]
0.21415196219069466,[[0.00629693]],0.08977294224985956,[5.50924712],[20.21663027]
0.3439236527211156,[[0.02158444]],0.011361672915660146,[3.251398],[6.20243856]
0.2624337420925134,[[0.02247167]],0.019265319093874203,[2.],[5.62097124]
0.29521224525019873,[[0.02257305]],0.014347385163877593,[2.42583967],[5.79143354]
0.014536557698087607,[[0.00020075]],0.044709379915878235,[2.],[135.58415448]
0.26001026669352456,[[0.02217687]],0.02097481366021859,[2.],[5.69200396]
0.0721262442306004,[[0.00242496]],0.1295559347599001,[2.],[25.72915769]
0.0010733541703847255,[[0.00010016]],0.32209826862524193,[2.],[1861.31786393]
