AU12_r,sigmas,pis,as,bs
0.0010923170329937872,[[0.00010021]],0.25267055634664476,[2.],[1828.97025826]
0.23218326006940918,[[0.01862572]],0.06988933856302448,[2.],[6.61388543]
0.017114326455995497,[[0.00024442]],0.05433187283540378,[2.],[114.86115753]
0.1297065071946743,[[0.0070047]],0.14604627599215897,[2.],[13.41942685]
0.23447460464809083,[[0.01891764]],0.0689708594025157,[2.],[6.52970838]
0.31488513740678137,[[0.02944535]],0.0315938889874395,[2.],[4.35152239]
0.15659930930134888,[[0.00970279]],0.15257652068551292,[2.],[10.77144841]
0.586419061776086,[[0.00994323]],0.026433150791432998,[13.71730595],[9.67433809]
0.14894201178611746,[[0.00890306]],0.15073222148479443,[2.],[11.42804475]
0.3399182649889402,[[0.03271076]],0.005456549640068412,[2.],[3.88376738]
0.2904078466272602,[[0.0262178]],0.04129876527100411,[2.],[4.88686626]
