AU06_r,AU12_r,sigmas,pis,as,bs
0.35857019512827354,0.4532365505137181,"[[ 0.00643292  0.00031745]
 [ 0.00031745  0.01077592]]",0.0440119753288145,[ 12.46146441   9.96981499],[ 22.29174312  12.02712012]
0.23877088314442937,0.2648433336780464,"[[  6.06022520e-03   8.85360728e-05]
 [  8.85360728e-05   9.69156935e-03]]",0.14303090677003502,[ 6.92248777  5.05579677],[ 22.0696895   14.03396736]
0.13307298385403332,0.15529530230378294,"[[  6.08325409e-03  -7.68265982e-05]
 [ -7.68265982e-05   6.39553773e-03]]",0.27217956465036847,[ 2.39056102  3.02996172],[ 15.57372407  16.48100655]
0.032351224755250395,0.0434219590152305,"[[  4.23403873e-03  -3.74960742e-05]
 [ -3.74960742e-05   4.47461420e-03]]",0.5150859851337071,[ 0.20683952  0.35965097],[ 6.18672133  7.92304707]
0.5037068838514089,0.6121283506751118,"[[ 0.00871819  0.00078134]
 [ 0.00078134  0.0100371 ]]",0.025691568117074935,[ 13.93963879  13.86774775],[ 13.73446938   8.78721952]
