,AU06_r,AU12_r
4708,1.66927,1.00956
4821,1.5040200000000001,0.735153
5057,1.51979,0.9016870000000001
5159,1.1857799999999998,0.57309
5271,2.13456,0.9859370000000001
52,0.0,0.0
152,0.0,0.0
261,0.0,0.0
362,0.925997,1.5789600000000001
498,0.0,0.00332232
598,0.15403699999999998,0.0
698,0.0637587,0.0
798,0.0,0.132209
918,0.0,0.00109343
1018,0.027545099999999996,0.0
1118,0.11181600000000001,0.436608
1218,0.168924,0.0
1318,0.39300300000000005,0.22591599999999998
1418,0.43568900000000005,0.632774
1518,0.0,0.168102
1618,1.42126,2.0562400000000003
1718,0.5495270000000001,0.629383
1818,0.112311,0.148302
1918,0.0635942,0.00383289
2018,0.16561800000000002,0.270295
2118,0.0,0.0
2218,0.17192000000000002,0.09004119999999999
2318,0.028544,0.148082
2418,0.344459,0.593912
2518,0.0,0.061672500000000005
2618,0.0263363,0.322888
2721,0.0,0.0
2881,0.176143,0.366451
2981,0.248777,0.0100638
3081,0.186565,0.0
3181,0.0,0.0
3281,0.0,0.0
3381,0.10144299999999999,0.30821
3481,0.541289,0.559603
3581,0.07603330000000001,0.0
3681,0.196929,0.011815899999999999
4010,0.07698300000000001,0.0789965
4110,0.0,0.0
4210,0.0161105,0.0
4310,0.0,0.0
4410,0.0,0.024762400000000004
4628,0.0,0.0
4728,0.0,0.0
4828,0.0,0.0
4928,0.0,0.5210640000000001
5056,0.0,0.257331
5165,0.0,0.0
5267,0.15406,0.022325099999999997
5367,0.058687,0.0
5467,0.0,0.0
5567,0.766742,1.2367299999999999
5670,0.0,0.0
86,1.3899700000000001,1.50658
192,0.506326,0.648059
294,0.0,0.0
394,0.0,0.0
494,0.0,0.11006500000000001
594,0.0,0.0
695,0.0,0.0
795,0.0,0.0
895,0.0,0.0
996,0.0,0.0
1096,0.0,0.0
1196,0.0,0.0113921
1299,0.0,0.014613399999999999
1399,0.0,0.0
1528,0.0,0.0
1628,0.0,0.136495
1728,0.0,0.161545
1828,0.481454,1.21557
1928,0.0684882,0.925693
2028,0.35173699999999997,0.981377
2128,1.8689799999999999,3.16518
2228,1.9960900000000001,3.07954
2328,2.3683,2.64725
2428,1.1738600000000001,1.33918
2528,1.7633299999999998,2.05882
2628,1.56514,2.0472099999999998
2728,0.0,0.0
2828,0.46947,0.771695
2928,0.0429189,0.0478317
3028,0.0338704,0.100983
3128,0.0,0.0
3228,0.0839706,0.0
3328,0.029768700000000002,0.0
3428,0.0,0.023752099999999998
3528,0.39581900000000003,0.0
3628,0.948476,1.84837
3728,0.328499,0.58528
3828,0.323291,0.369322
3928,0.018172900000000002,0.060166899999999995
4028,0.0,0.0
4128,0.0,0.0
4228,0.0,0.0
4328,0.0,0.0
4428,0.721433,0.738066
4528,0.0,0.0
4628,0.0495089,0.0
4728,0.0,0.0
4828,0.0389616,0.0
4928,0.0,0.0
5028,0.0,0.0
5128,0.0,0.0
5228,0.0,0.0
5328,0.0,0.0
5428,0.0,0.0
5528,0.0,0.0
5628,0.0,0.0
5728,0.620844,0.595837
2313,3.10249,2.65678
2997,1.74492,0.42026
3833,0.0672611,0.0
4766,1.84617,0.722957
2562,1.1575600000000001,0.319889
3125,1.05273,0.48492299999999994
3259,0.916449,0.360491
3575,1.00335,0.512793
4260,1.6764599999999998,0.36730300000000005
4708,1.6912599999999998,0.440208
5014,1.26263,0.42457700000000004
5462,1.22628,0.5144479999999999
5904,0.9927229999999999,0.33816199999999996
174,0.292921,0.0522741
275,1.34392,2.00477
376,0.484464,0.198901
476,0.286059,0.055257900000000006
576,0.413275,0.341553
676,0.0368466,0.12048299999999999
776,0.949327,0.923884
876,0.44058,0.552269
976,0.294099,0.29403
1079,0.5566180000000001,0.6692130000000001
1179,0.525113,0.689994
1289,2.3948400000000003,2.67613
1389,1.12109,0.988453
1489,1.0267700000000002,0.7868649999999999
1589,1.68648,1.58259
1689,1.0083,1.20639
1789,0.807733,0.9483370000000001
1889,0.9745450000000001,0.883091
2000,0.464237,0.6793600000000001
2100,0.680513,0.6052350000000001
2200,0.519205,0.543891
2300,0.481009,0.420608
2402,1.02254,0.661279
2502,0.790172,0.642835
2602,0.49491499999999994,0.311067
2702,0.48805299999999996,0.281477
2822,1.31821,0.644676
2923,1.1469799999999999,0.36130300000000004
3023,1.18984,0.670924
3123,0.9588399999999999,0.293491
3236,0.940017,0.414654
3336,0.965158,0.442216
3436,1.6064399999999999,1.0290000000000001
3538,0.9658,0.305726
3638,1.03607,0.45716999999999997
3738,1.10152,0.35863
3838,0.8602860000000001,0.283619
3943,1.21587,0.542424
4043,0.820177,0.239398
4143,1.31772,1.0111
4253,0.942385,0.558333
4353,1.18206,0.540115
4453,1.11473,0.517302
4553,0.53093,0.770943
4653,0.920275,0.763746
4753,0.7057180000000001,0.541167
4853,1.00265,0.484759
4956,0.714585,0.44515200000000005
5063,0.634243,0.412958
5164,1.17763,0.692699
5264,0.8283459999999999,0.648486
5370,1.10071,0.667442
79,0.0,0.92186
179,0.0,0.757721
301,0.0,0.5199189999999999
434,0.0,0.40539200000000003
556,0.0,0.28673000000000004
677,0.0,0.384019
778,0.0,0.532842
912,0.0,0.289652
1032,0.0,0.776521
1146,0.0,0.568207
1281,0.0,0.610545
1381,0.0,0.341027
1486,0.0,0.399753
1603,0.0,0.676722
1703,0.0,0.641921
1803,0.0,0.591688
1920,0.0,0.128796
2024,0.0,0.714492
2144,0.0,0.657936
2244,0.0,0.0110611
2361,0.0,0.25413800000000003
2465,0.0,0.739117
2588,0.0,0.61247
2689,0.0,0.559642
2789,0.0,0.733538
2893,0.0,0.6910270000000001
3008,0.0,0.600283
3121,0.0,0.37556
3254,0.0,0.666583
3366,0.0,0.44628900000000005
3496,0.0,0.280841
3629,0.0,0.731942
3729,0.0,0.6489560000000001
3850,0.0,0.311908
3992,0.0,0.183602
4102,0.0,0.14968399999999998
4279,0.0,0.445305
4383,0.0,0.193156
4498,0.0,0.215061
4606,0.0,0.317839
4795,0.0,0.15118800000000002
4905,0.0,0.24996
5115,0.0,0.431134
5238,0.0,0.322788
5350,0.0,0.438957
5480,0.0,0.095948
30,0.0,0.0
130,0.0,0.0
230,0.0,0.0
330,0.0,0.0
430,0.0,0.0
764,0.0,0.0
864,0.0,0.0
964,0.0,0.0
1070,0.0223322,0.0
1170,0.0,0.0
1270,0.0,0.0
1370,0.0,0.0
1470,0.0,0.0
1570,0.0,0.0
1670,0.0,0.0
1771,0.103399,0.0
1871,0.35005,0.157593
1971,0.320828,0.311463
2071,0.24777,0.45798599999999995
2171,0.0,0.0
2271,0.323211,0.154142
2371,0.406015,0.320729
2471,0.0,0.0105659
2571,0.0,0.00386628
2671,0.036709,0.0
2771,0.0,0.0
2871,0.42366499999999996,0.617608
2971,0.0252525,0.0
3071,0.0167997,0.0
3171,0.0,0.0
3271,0.0,0.0
3371,0.393457,0.134967
3471,0.37754899999999997,0.0261337
3571,0.45280600000000004,0.319809
3671,0.0,0.0
3771,0.0,0.0
3871,0.0,0.0
3971,0.0828557,0.0
4071,0.0,0.0
4171,0.0,0.0
4271,0.0,0.0
4371,0.0,0.0
4471,0.0,0.0
4571,0.0,0.0
4671,0.0,0.0
4771,0.0,0.0
4871,0.290589,0.0
4971,0.0,0.0
5071,0.0,0.0
5171,0.0,0.0
5271,0.0,0.0
5371,0.0,0.0
5471,0.0,0.0
53,0.0,0.22809400000000002
194,0.14239000000000002,0.144104
320,1.28536,1.39753
474,0.749305,0.411422
582,0.914326,0.862715
686,0.6678890000000001,0.792495
786,0.6298779999999999,0.821702
886,0.298695,0.485691
986,0.478812,0.252357
1088,2.2589099999999998,2.8115900000000003
1210,1.00504,1.18877
1315,0.808397,0.836089
1440,0.543095,0.866401
1558,0.8082199999999999,0.6868380000000001
1663,1.41801,0.749577
1765,1.37211,1.4106100000000001
1865,1.96393,1.60723
1990,1.7770400000000002,0.9341780000000001
2090,1.47044,0.885259
2190,1.34332,0.9139729999999999
2290,0.722774,0.691017
2395,0.582381,0.932176
2495,1.22688,0.700806
2596,1.24203,1.17435
2709,1.9351599999999998,1.30692
2820,1.03639,0.788149
2925,0.539682,0.31793899999999997
3026,0.8314739999999999,0.47821400000000003
3132,2.78383,2.12512
3236,1.18184,0.900632
3341,1.30283,1.05471
3468,2.37289,1.6751599999999998
3569,0.406727,0.965001
3684,1.33742,0.744486
3784,0.951714,0.845018
3898,1.15296,0.118725
4000,1.18194,0.9649790000000001
4101,1.40002,0.924484
4211,3.14693,2.98378
4341,0.0,0.0116693
4457,1.7999599999999998,1.63696
4563,1.11857,0.848584
4688,1.9289900000000002,0.776755
4799,2.20312,1.65507
4900,1.68649,0.7760859999999999
5013,1.8139599999999998,1.19477
5236,1.81915,1.22266
5493,1.35565,0.680752
5599,2.38049,1.7863099999999998
159,0.0,0.0
259,0.0,0.0116648
738,0.0,0.00827517
838,0.0,0.310823
938,0.0,0.41251000000000004
1038,0.0,0.211704
1138,0.224347,0.229368
1238,0.310226,0.883971
1338,0.12221800000000001,0.5911350000000001
1449,0.940809,1.51512
1549,0.70949,1.1491799999999999
1649,0.672075,0.776755
1749,0.391886,0.554098
1849,0.26447600000000004,0.247212
1949,0.437145,0.649658
2049,0.0676087,0.395989
2149,0.190582,0.396059
2249,0.022412900000000003,0.194959
2381,0.0,0.259089
2481,0.909349,1.07928
2581,0.0,0.309212
2681,0.231975,0.7928430000000001
2781,3.3678199999999996,2.86868
2881,0.197484,0.313792
2981,0.694136,0.536423
3081,0.521038,0.21044699999999997
3183,1.1962700000000002,1.03185
3283,0.729168,0.39953299999999997
3383,0.3247,0.506814
3536,0.0,0.350152
3641,0.125112,0.37090300000000004
3742,0.0,0.0
3842,0.397928,0.8576799999999999
3942,0.42560699999999996,0.181922
4045,0.0,0.101345
4145,0.0,0.294799
4245,0.0,0.0344345
4345,0.0,0.0
4445,0.0,0.015331799999999998
4545,0.0,0.0
4649,0.356986,0.269289
4749,3.23964,3.07508
4862,1.6053,1.57408
4962,0.545846,0.00620605
5062,0.0,0.0
5162,0.0,0.0
5263,0.0,0.157437
5363,0.0083179,0.23674499999999998
3031,2.3022400000000003,0.84546
3193,2.4956,0.729908
5184,2.14284,0.737206
5380,1.10871,0.413728
89,1.74689,2.52652
189,0.614028,1.8938099999999998
289,0.287806,1.1314799999999998
389,0.309735,0.952304
489,0.0683249,0.826411
589,0.0748814,0.8744379999999999
689,0.408371,1.28257
789,0.227061,1.0737700000000001
889,0.738379,1.6941099999999998
989,0.605213,1.5876299999999999
1089,0.658856,1.28128
1189,0.7391979999999999,1.41921
1289,0.921309,1.1769
1389,0.6221270000000001,1.39324
1489,0.768472,1.37168
1589,0.720858,1.1232600000000001
1689,0.439826,0.780559
1789,0.387067,1.2093
1889,0.43821400000000005,1.49773
1989,0.134129,1.07405
2089,0.23242100000000002,0.85549
2189,0.8661110000000001,1.12104
2289,0.820622,1.25029
2389,0.6068560000000001,1.4384700000000001
2489,0.48114300000000004,1.10636
2589,0.783671,1.5479399999999999
2689,0.364733,1.3964
2789,0.648931,1.1387200000000002
2889,1.19381,1.41662
2989,0.605692,1.17292
3089,1.08924,1.6493200000000001
3189,0.889177,1.31457
3289,1.30203,1.9050599999999998
3389,0.847815,1.36614
3489,0.777443,1.50027
3589,0.8226870000000001,1.36965
3689,1.05077,1.48757
3789,0.643374,1.03608
3889,0.766089,1.38101
3989,1.32931,1.5343200000000001
4089,0.795433,1.09846
4189,0.8889389999999999,1.48918
4289,0.719436,1.13985
4389,0.903415,1.38802
4489,0.719406,1.4164
4589,0.782062,1.3226799999999999
4689,1.22394,1.9634
4789,0.744136,1.6460299999999999
4889,1.02682,1.60322
4989,0.93275,1.23848
5089,0.770672,1.38363
142,0.0,0.0
242,0.0,0.0
342,0.0,0.0
442,0.0,0.0
542,0.0,0.0
642,0.0,0.0
742,0.442173,0.352116
842,0.0,0.0
942,0.0,0.0
1042,0.299098,0.0
1142,0.0,0.00592284
1242,0.0747023,0.305516
1342,0.0104779,0.0
1442,0.12792,0.0
1542,0.0,0.0
1642,0.33978,0.0
1742,0.0,0.0
1842,0.0,0.0
1942,0.0,0.0
2042,0.0,0.0
2142,0.0,0.0
2242,0.018881000000000002,0.0
2342,0.0,0.0
2442,1.1396700000000002,1.13237
2542,0.0,0.016332399999999997
2642,0.0,0.0
2742,0.0,0.021928
2842,0.0,0.0
2942,0.0,0.0
3042,0.0,0.0
3142,0.0,0.0
3242,0.0,0.0
3342,0.0,0.0
3442,0.0,0.0
3542,0.0271286,0.00903253
3642,0.0,0.0
3742,0.0,0.0
3842,0.0,0.0
3942,0.0,0.0
4042,0.0,0.0
4142,0.0,0.0
4242,1.04706,1.35235
4342,0.0,0.0199353
4442,0.0,0.0
4542,0.0,0.0
4642,0.0,0.0
4742,0.0,0.0
4842,0.0,0.0
4942,0.0,0.0
5042,0.0,0.0
5142,0.0,0.0
5242,0.0,0.0
55,0.0104932,0.264017
155,0.0,0.0
255,0.0,0.0
355,0.0,0.322214
455,0.0,0.21858000000000002
556,0.0,0.0904916
656,0.0,0.18863
756,0.0,0.029016900000000005
856,0.0,0.061449300000000005
956,1.4461899999999999,2.02838
1056,0.625452,1.01767
1156,0.341464,0.568213
1256,1.68586,2.5011799999999997
1356,0.0,0.36398800000000003
1456,0.0,0.0
1556,0.0,0.0
1656,0.0810587,0.0
1756,0.0,0.014631
1856,0.0,0.0
1956,0.0,0.0390692
2056,0.0,0.00115644
2156,0.00566274,0.765683
2256,0.0,0.350058
2356,0.0,0.0
2456,0.0,0.0
2556,0.0,0.0
2656,0.0,0.00886906
2756,0.0,0.0
2856,0.0,0.0
2956,0.12385999999999998,0.386714
3056,0.0,0.20143699999999998
3156,0.0,0.0
3256,0.0,0.0
3356,0.0308698,0.24714299999999997
3456,0.0,0.0
3556,0.0,0.0
3656,0.0419101,0.285144
3756,0.0,0.369464
3856,0.0,0.0
3987,0.0,0.057959199999999995
4087,0.0,0.0
4187,0.0,0.0
4287,0.0,0.011023200000000002
4387,0.0,0.027522500000000002
4487,0.0,0.00860621
4587,0.0,0.054894500000000006
4687,0.0,0.0
4787,0.18692999999999999,0.297507
4887,0.0,0.0128832
4987,0.0,0.0
5087,0.0,0.0434882
5187,0.0,0.07188989999999999
5287,1.5055100000000001,2.55038
31,0.181019,0.9000809999999999
131,0.0,0.014239199999999999
231,0.0,0.330907
394,0.347115,0.398387
494,0.07511799999999999,0.09407489999999999
606,0.0662462,0.251205
706,0.354476,0.663825
806,0.24771300000000002,0.288382
906,0.195684,0.314144
1006,0.303302,0.558978
1106,0.9229139999999999,1.4592399999999999
1206,1.81378,2.32807
1306,2.54337,3.2869599999999997
1406,0.9627879999999999,0.770193
1506,0.631157,0.8710200000000001
1606,0.45827799999999996,1.26258
1706,0.42799799999999993,1.1852
1806,0.5877220000000001,0.91417
1906,0.39578,1.03585
2006,0.49642700000000006,0.973825
2106,0.796638,1.1898
2206,0.7547149999999999,1.06165
2306,1.02896,1.20513
2406,0.87961,1.33294
2506,0.6426,1.14323
2606,0.615819,0.867618
2706,0.632966,0.80094
2806,0.589145,0.9673809999999999
2906,0.9453010000000001,0.961047
3006,0.7116640000000001,1.13165
3106,0.683113,1.0322200000000001
3206,0.586129,0.691847
3306,0.867144,1.00641
3406,0.7971090000000001,0.981225
3506,0.63756,0.6935520000000001
3606,0.7735270000000001,0.941685
3706,0.774421,1.0022799999999998
3806,0.84716,0.667877
3906,0.785991,0.8750610000000001
4006,0.736751,0.980567
4106,0.71243,1.0808
4206,0.5702619999999999,0.627632
4306,0.627638,0.354488
4406,0.573932,0.981275
4506,0.44273900000000005,0.778695
4606,1.11786,1.22322
4706,0.8300489999999999,0.8157
4806,0.568786,1.1604700000000001
4906,0.815153,0.790612
5006,0.42813599999999996,0.856541
5106,0.800318,0.908847
5206,0.9962799999999999,1.4599600000000001
5306,0.128578,0.923889
189,0.836773,0.958901
763,0.45808000000000004,1.17652
886,0.5338510000000001,0.425616
1067,1.87778,2.23192
1612,0.787474,1.21884
1726,0.144746,0.799633
2307,0.0,0.0431035
2848,0.145475,0.0
3234,0.0,0.0
3427,0.428494,0.6963
3548,0.0,0.0
3985,0.0371198,0.0120692
4537,0.76995,0.20808800000000002
4687,0.282179,0.372731
4849,0.0489158,0.0
5153,1.31139,0.32788
25,0.0,0.0
129,0.0,0.0
229,0.219602,0.00403135
329,0.507288,0.017257299999999996
429,0.0283425,0.0
529,0.219654,0.015074700000000002
629,0.0,0.0
729,0.00964362,0.020277299999999998
829,0.0,0.0
929,0.061570299999999994,0.0
1035,0.0144149,0.0
1135,0.0,0.0
1235,0.0,0.256863
1335,0.0,0.0
1435,1.84827,2.9345
1535,0.0,0.6282310000000001
1635,0.316247,0.715449
1735,0.0412742,0.14876099999999998
1835,0.00821569,0.178786
1935,0.0,0.0
2035,0.0,0.0
2135,0.0,0.0
2235,0.0,0.0
2335,1.15068,1.399
2435,0.952835,1.50888
2535,0.294926,0.834039
2635,0.025840600000000002,0.293804
2735,0.0762471,0.127522
2835,0.0,0.0
2935,0.0,0.0
3035,0.0,0.0
3135,0.0,0.0449736
3235,0.0,0.0
3338,0.0,0.0881053
3438,0.207077,0.377947
3547,0.0,0.39563200000000004
3654,0.0,0.0
3787,0.0,0.0
3888,1.9033900000000001,3.12289
4043,0.0,0.3579
4145,0.0,0.356769
4411,0.0,0.262863
4522,0.0,0.621794
4624,0.0,0.10616099999999999
4780,2.14193,3.18281
4880,0.0448405,0.0
4980,0.206357,0.7358020000000001
5080,0.11744,0.204235
5180,2.124,2.60725
21,0.0,0.0
122,1.4632100000000001,1.48775
222,0.185625,0.178819
322,1.83965,1.8059599999999998
429,0.807311,0.0052388999999999995
531,0.24681399999999998,0.0
631,0.0,0.0
731,0.35178899999999996,0.344959
831,0.530505,0.8473219999999999
943,0.431968,0.0
1043,0.582067,0.0
1143,0.031638099999999995,0.0
1243,0.426972,0.0
1343,2.4716400000000003,2.4074299999999997
1443,0.781949,0.0
1543,2.27335,2.1915400000000003
1643,0.161495,0.0
1794,0.43472200000000005,0.0
1894,0.645026,0.0
2006,0.6448119999999999,0.0178262
2126,0.637501,0.48475799999999997
2226,0.558898,0.0
2326,0.815704,0.0694939
2426,1.11458,0.06854969999999999
2526,1.2154399999999999,0.39111799999999997
2658,0.8711770000000001,0.0
2758,0.274018,0.0
2875,0.9471219999999999,0.0
3001,1.27639,0.09377250000000001
3110,0.359665,0.0
3210,1.60009,0.990001
3321,0.26714099999999996,0.397569
3421,1.00632,0.303166
3521,0.28226,0.0
3622,1.03128,0.221321
3742,0.569833,0.0
3845,0.0,0.0
3945,2.9058900000000003,2.1504
4063,2.13346,1.47881
4163,0.5088229999999999,0.0
4392,1.65126,1.36922
4492,0.229767,0.0
4606,2.31793,2.32896
4709,1.30631,1.06158
4811,2.4580599999999997,2.17545
4916,1.01597,0.0
5016,1.43149,1.29341
5116,0.8145600000000001,0.0
5218,1.36914,0.291093
5325,2.8530900000000003,2.70376
5441,1.72426,1.27091
5549,1.0708,0.197714
95,0.0,0.24931199999999998
280,0.0,0.0
450,0.124549,0.0227607
563,1.0482799999999999,1.9120400000000002
663,0.51354,0.560221
779,0.287244,0.763745
879,0.351887,0.821254
979,0.797261,1.9139099999999998
1126,0.23237600000000003,0.5926
1226,0.620462,1.41604
1326,0.45413100000000006,1.47708
1560,1.2165700000000002,1.86542
1666,1.29122,1.14075
1859,0.0,0.169932
1968,0.0,0.959476
2135,0.273791,0.508783
2235,0.24512399999999998,0.458066
2335,0.0,0.0
2435,0.206544,0.64069
2663,0.0,0.457417
2763,0.509228,1.81962
2895,0.0,0.042879099999999996
2995,0.671686,1.1438700000000002
3095,0.0,0.132645
3195,0.0,0.0
3295,0.0,0.364651
3395,0.0,0.365906
3597,0.913718,0.714608
3697,0.19017799999999999,0.14169600000000002
3805,0.104652,0.09862489999999999
3909,0.0,0.74937
4030,0.0,0.430288
4185,0.0468634,0.459575
4489,0.139575,0.226898
4589,0.150176,0.350612
4694,0.0327362,0.71137
4795,0.10387,0.789361
4895,0.0290543,0.445147
5013,0.38285,0.757088
5113,0.234073,0.2944
5213,0.7930619999999999,1.21051
260,0.176518,0.39768200000000004
361,0.0,0.136708
461,0.0,0.0
561,0.0,0.0
661,0.0,0.0
761,0.0,0.0
909,0.0,0.0
1010,0.0,0.0
1125,0.0,0.0
1227,0.0,0.024425099999999998
1327,0.0,0.0
1478,0.0,0.0
1578,0.0,0.0678827
1678,0.0,0.0
1778,0.0,0.0
1878,0.0,0.0
1978,0.0,0.0
2078,0.0,0.0
2178,0.0,0.0
2278,0.0,0.0
2378,0.0,0.0
2478,0.0,0.434961
2578,0.0,0.0
2678,0.0,0.0
2778,0.0,0.0
2878,0.0,0.0
2978,0.0,0.0
3078,0.0,0.0
3178,0.0,0.0
3278,0.0,0.0220212
3378,0.0,0.0
3478,0.0,0.0
3578,0.0,0.0
3678,0.0,0.0
3778,0.0,0.0
3878,0.0,0.0
3978,0.0,0.0
4078,0.0,0.0168245
4178,0.0,0.0
4278,0.0,0.562171
4378,0.0,0.0
4478,0.0,0.0
4578,0.0,0.0
4678,0.0,0.0
4787,0.0,0.0
4888,0.0,0.0
4993,0.0,0.0
5093,0.0,0.0
5193,0.0,0.0
5293,0.0,0.0
5393,0.0,0.0
5493,0.0,0.0
5593,0.0,0.0
133,1.26213,2.62953
252,0.076862,0.34773699999999996
363,0.11313800000000002,0.05881469999999999
1034,1.67908,2.80788
1142,1.48377,2.49843
1270,0.498276,1.14139
1441,0.0,0.0
1580,0.998751,0.603474
1712,0.0402444,0.5332600000000001
1874,0.7494569999999999,1.6208
1974,1.1232600000000001,1.10456
2087,1.42527,1.93344
2197,1.95795,2.41978
2302,1.1778,1.4929
2668,1.49468,2.2467799999999998
2771,0.989236,2.12722
3008,1.54831,1.66893
3278,0.82215,1.46971
3504,0.758735,0.65795
3636,2.00555,2.0157
3737,0.675014,0.231278
3840,1.99079,0.78118
3991,0.719626,0.8941030000000001
4100,2.5666599999999997,2.89
4328,0.797219,0.800845
4442,0.978454,1.57986
4556,1.5394700000000001,1.0965
4656,1.33194,1.29283
4788,0.0,0.0
4888,0.0069414,0.0
4988,0.899876,1.04101
5095,1.0437299999999998,0.741557
5196,0.790582,0.0
5312,1.32857,1.42687
5,0.0,0.0
106,0.0,0.0
206,0.0,0.0
306,0.110674,0.638321
406,0.0,0.0
506,0.0,0.0
606,0.0,0.0
706,0.0,0.0
806,0.0,0.0
906,0.0,0.0
1006,0.911207,1.54351
