15,11.77
15,16.5
146,14.29
13,13.22
25,13.45
22,13.5
9,20.18
27,17.01
14,19.63
23,17.3
8,14.45
8.5, 15
26,15.99
24,12.47
28,13.04
36,13.84
15,15.78
127,12.31
110, 14
32,15.16
18,12.49
12,13.86
41,19.61
27,13.06
29,13.56
