,AU06_r,AU12_r
1171,1.1682299999999999,1.49348
1271,2.93876,3.5356699999999996
1371,1.5821399999999999,2.16388
1471,2.83019,3.11605
1571,1.8792400000000002,2.70403
1671,0.752889,0.64925
1771,1.28227,1.81818
1871,1.8801,2.66813
1971,1.01252,0.8760700000000001
2071,1.0558100000000001,1.04388
2171,1.33928,1.9554900000000002
2271,0.935681,1.5856700000000001
2371,0.991042,1.54975
2471,2.3819999999999997,2.74241
2571,1.16139,1.75236
2671,1.9969299999999999,2.50235
2771,1.63065,1.94912
2871,1.6275,2.05001
2971,1.3512899999999999,1.3791799999999999
3071,0.8694930000000001,0.924435
3171,0.9576379999999999,1.63129
3271,1.15131,1.63658
3371,0.805104,0.9611149999999999
3471,2.31127,3.3018
3571,0.0,0.751125
3671,1.6977900000000001,2.16633
3771,1.18082,2.72338
3871,1.47427,2.36685
3971,0.655787,1.1564299999999998
4071,2.2827599999999997,3.2826400000000002
4171,0.933456,1.25482
4271,2.0684400000000003,2.7691
4371,1.9953400000000001,2.93667
4471,1.1702299999999999,1.14277
4571,2.64352,3.4485699999999997
4671,0.5807939999999999,0.89656
4771,1.84398,3.00463
4871,1.05379,1.06867
4971,2.55357,3.1684200000000002
5071,2.18023,2.2018299999999997
5171,1.59507,1.8924
5271,0.814218,1.6319299999999999
5371,1.3402,1.81913
5471,1.6103399999999999,1.7647599999999999
79,2.47357,3.3556
179,0.283378,0.625253
279,0.885919,0.202259
379,0.658935,1.1959799999999998
479,0.197022,0.5659109999999999
579,0.45805100000000004,0.479033
679,0.836475,0.50658
779,0.825116,0.901066
879,0.31416700000000003,0.254307
979,1.07378,1.49597
1079,0.56543,0.661988
1179,1.38824,1.72347
1279,0.8545889999999999,0.34158499999999997
1379,0.107955,0.32253200000000004
1479,0.00761186,0.467451
1579,0.300239,0.576731
1679,0.4125,1.50115
1779,0.27955599999999997,0.0
1879,0.0,0.09364650000000001
1979,0.0,0.0
2079,1.1444299999999998,0.505119
2179,0.6208600000000001,0.118225
2279,1.04742,0.6239439999999999
2379,0.783405,0.501156
2479,0.950415,0.11671600000000001
2579,2.62169,2.64588
2679,0.649001,0.262973
2779,0.8405090000000001,0.650469
2879,1.28324,0.0169231
2979,1.27534,0.0
3079,1.19567,1.2016799999999999
3179,1.8695599999999999,1.63855
3279,0.730344,0.569133
3379,0.7712979999999999,0.71234
3479,0.94814,0.384327
3579,0.310781,0.0
3679,0.586661,0.331374
3779,1.05815,0.0217472
3879,1.2790700000000002,0.265975
3979,0.544218,0.198689
4079,1.3733600000000001,0.32697
4179,1.63002,0.508834
4279,1.0957,0.0698071
4379,1.83818,1.01899
4479,1.39182,0.309434
4579,1.48517,0.117077
4679,1.06349,0.144421
4779,0.720727,0.50197
4879,1.43531,0.496329
4979,1.05825,0.256707
5079,1.0369700000000002,0.39502600000000004
5179,0.8866940000000001,0.586853
5279,0.664609,0.340086
5379,1.24668,0.621683
5479,0.555268,0.41881199999999996
5579,0.880864,0.351119
5679,0.510161,0.0551812
5779,0.759397,0.145554
5879,1.33269,0.476987
5979,1.4595,0.11228800000000001
6079,0.5139090000000001,0.236977
6179,0.66161,0.274279
6279,0.561871,0.172003
6379,1.4552,0.0
6479,0.821066,0.0863301
6579,0.736355,0.127326
6679,0.949407,0.383808
6779,1.06521,0.600644
6879,0.799433,0.244312
45,1.86522,2.20993
145,0.395323,0.59864
245,0.180328,0.515517
345,0.343944,0.666327
445,0.53594,1.2891299999999999
545,0.26154299999999997,0.347351
645,0.282958,0.625963
745,0.15673800000000002,0.594675
845,0.0143226,0.398545
945,0.394018,0.630853
1045,0.40371599999999996,0.76432
1145,1.14942,1.3582299999999998
1245,0.405023,0.861635
1345,0.6520130000000001,0.687191
1445,1.12436,1.29748
1545,2.17482,2.31125
1645,0.441367,0.8883709999999999
1745,0.228506,0.29667899999999997
1845,0.304707,0.00889399
1945,0.20210699999999998,0.506625
2045,0.108089,0.20907399999999998
2145,0.0225275,0.236104
2245,0.0,0.0
2345,0.756037,1.24328
2445,0.31650300000000003,0.8560709999999999
2545,0.057678,0.670283
2645,0.0,0.41058199999999995
2745,0.34263299999999997,0.40679299999999996
2845,0.142155,0.449301
2945,0.124519,0.5691149999999999
3045,0.143181,0.6170479999999999
3145,0.386292,0.385866
3245,0.42361000000000004,0.46506099999999995
3345,0.0388287,0.6448010000000001
3445,0.0,0.213923
3545,0.0,0.0
3645,0.0,0.00279337
3745,0.181582,0.531312
3845,0.353104,0.0
3945,0.0,0.303454
4045,0.0,0.0393929
4145,0.0,0.000567574
4245,0.195778,0.550018
4345,0.0,0.382905
4445,0.0,0.0756553
4545,0.0,0.0
4645,0.00060585,0.456458
4745,0.820965,1.39015
4845,0.282965,0.6196689999999999
4945,0.368151,1.16531
5045,0.0,0.540148
5145,0.117281,0.257909
5245,0.0,0.0
5345,0.0,0.380134
92,0.0,0.0
192,0.0,0.0
292,0.0,0.0
392,0.0,0.0
492,0.0,0.0
592,0.0,0.0
692,0.0,0.000638679
792,0.0,0.0
892,0.0,0.0
992,0.0,0.0
1092,0.0,0.0
1192,0.0,0.0
1292,0.0,0.0
1392,0.0,0.441275
1492,0.0,0.0
1592,0.0,0.15870399999999998
1692,0.0,0.0
1792,0.0,0.0
1892,0.0,0.0
1992,0.0,0.0
2092,0.0,0.0
2192,0.0,0.0
2292,0.0,0.0
2392,0.0,0.0
2492,0.0,0.0
2592,0.0,0.0
2692,0.0,0.0
2792,0.0,0.0
2892,0.0,0.0
2992,0.0,0.0
3092,0.0,0.0
3192,0.0,0.0
3292,0.0,0.0
3392,0.0,0.0
3492,0.0,0.0
3592,0.0,0.0
3692,0.0,0.0
3792,0.0,0.0
3892,0.0,0.324255
3992,0.0,0.0
4092,0.0,0.0
4192,0.0,0.0
4292,0.0,0.0
4392,0.0,0.0
4492,0.0,0.0
4592,0.0,0.0
4692,0.0,0.0
4792,0.0,0.010259899999999999
4892,0.0,0.0
4992,0.0,0.0
5092,0.0,0.0
5192,0.0,0.0
80,0.0,0.025253900000000003
180,0.328745,0.0
280,0.0,0.0
380,0.0,0.0
480,0.0,0.0
580,0.0,0.0
680,0.27984499999999995,0.0
780,0.627588,0.0
880,0.0,0.0
980,1.01216,0.094574
1080,0.09339860000000001,0.0
1180,1.6525900000000002,0.220567
1280,0.0491875,0.9574020000000001
1380,0.0,0.746929
1480,0.0,0.204586
1580,0.578074,0.490691
1680,0.822693,0.0263885
1780,0.0,0.0
1880,0.7430829999999999,0.0
1980,0.0,0.0480009
2080,0.030636299999999998,0.46329899999999996
2180,1.16924,2.1672599999999997
2280,0.20927199999999999,1.10122
2380,0.25649,0.0909181
2480,0.0,0.0
2580,0.0,0.308802
2680,0.0,1.10026
2780,0.0,0.000279833
2880,0.070368,0.286087
2980,0.653596,0.597508
3080,0.927278,1.11109
3180,0.365507,0.9467110000000001
3280,0.687265,0.497831
3380,0.0,0.0
3480,0.361417,0.0
3580,0.0,0.0
3680,0.07203939999999999,0.0
3780,0.12336300000000001,0.19433
3880,0.0,0.0
3980,0.0,0.200468
4080,0.00449749,1.54769
4180,0.0,0.516741
4280,0.650709,0.243459
4380,0.000665828,0.286032
4480,0.0,0.0
4580,0.571792,0.7491140000000001
4680,2.3304099999999996,1.01034
4780,0.417253,0.827941
4880,0.102997,0.581339
4980,0.539782,0.0
5080,0.0,0.0
5180,0.6028319999999999,0.475041
5280,0.0,0.300269
5380,0.0,0.0
5480,0.670948,0.817282
5580,0.0,0.0
5680,0.289688,0.0
18,0.183833,0.128163
118,0.610783,0.476159
218,0.708709,0.6025119999999999
318,0.840817,0.0914383
418,0.343846,0.0
518,0.613795,0.0681056
618,0.305748,0.22853800000000002
718,0.23461300000000002,0.0
818,1.0100799999999999,0.5079739999999999
918,1.10798,0.8651479999999999
1018,0.640896,0.374367
1118,1.32778,1.03579
1218,0.864518,0.545868
1318,0.751591,0.414026
1418,0.728483,0.25771900000000003
1518,1.82313,1.80919
1618,1.57128,1.18749
1718,0.728884,0.258788
1818,0.710011,0.463417
1918,0.863878,0.768587
2018,0.6304,0.308548
2118,0.503059,0.00979384
2218,0.6837439999999999,0.0
2318,0.8384299999999999,0.296156
2418,0.780455,0.06644789999999999
2518,0.59847,0.0481015
2618,0.557445,0.00582764
2718,0.690682,0.359052
2818,0.720795,0.278715
2918,0.665425,0.115639
3018,0.440357,0.0
3118,0.903782,0.446162
3218,0.370675,0.026570099999999996
3318,1.05924,0.48158999999999996
3418,0.554913,0.0
3518,0.43481899999999996,0.0751927
3618,0.673265,0.545016
3718,0.499411,0.013738900000000002
3818,0.66871,0.0602118
3918,0.9396549999999999,0.180704
4018,2.34714,1.9200400000000002
4118,1.10638,0.648718
4218,0.9696879999999999,0.42066099999999995
4318,1.42013,0.49286800000000003
4418,1.0255100000000001,0.0605746
4518,0.5130170000000001,0.402696
4618,1.12015,0.726578
4718,0.543399,0.186825
4818,0.409219,0.0645293
4918,0.730637,0.235265
5018,1.09607,0.046098
5118,0.810872,0.11456199999999998
5218,0.785622,0.13871
5318,0.86018,0.299742
5418,0.49845900000000004,0.0427415
5518,2.53793,2.48965
60,1.18449,1.13981
160,0.40966499999999995,0.5810489999999999
260,0.348195,0.28768299999999997
360,1.2242600000000001,1.53147
460,0.193356,0.29541100000000003
560,0.00805767,0.131346
660,0.774255,0.523117
760,0.0,0.00511621
860,0.0,0.0
960,0.0147454,0.0
1060,0.689723,1.5284799999999998
1160,0.6841020000000001,1.15679
1260,0.0,0.0
1360,0.82432,0.41629499999999997
1460,0.0,0.211263
1560,1.1063100000000001,1.12487
1660,1.22853,1.42846
1760,0.182593,0.504408
1860,0.0442636,0.447187
1960,0.0,0.317688
2060,1.63271,2.0363599999999997
2160,0.452545,0.444065
2260,0.334295,0.262998
2360,0.0,0.0
2460,0.0,0.0
2560,0.925905,0.346478
2660,0.00482927,0.0
2760,0.0,0.0008309519999999999
2860,0.0,0.0
2960,0.022180900000000003,0.00211574
3060,1.20855,0.898125
3160,2.48211,2.43168
3260,0.0,0.615512
3360,0.160689,0.163159
3460,0.360124,0.0117941
3560,0.193108,0.120218
3660,0.0,0.20964899999999997
3760,0.0,0.0
3860,0.0672897,0.0114091
3960,0.24686,0.0
4060,0.0,0.0
4160,0.7002010000000001,0.0
4260,0.0,0.13501400000000002
4360,0.0,0.0
4460,0.506275,0.0
4560,0.0,0.0
4660,0.0,0.0
4760,0.0,0.0
4860,0.0,0.0
4960,0.0,0.0
5060,0.09175939999999999,0.0
5160,0.0,0.0
5260,0.0,0.0
5360,0.0,0.0
5460,0.25919200000000003,0.0
5560,0.0218738,0.0
5660,0.22438699999999998,0.429559
5760,0.0,0.0
5860,0.150804,0.0
5960,0.0,0.0
6060,0.0,0.0
6160,0.0,0.0
6260,0.480023,0.0
6360,0.0,0.0
6460,0.0,0.0
6560,0.00466678,0.0
6660,0.00556297,0.191944
6760,0.0,0.0
6860,0.013914500000000002,0.0
39,0.0,0.0397875
139,0.0,0.0
239,0.0,0.0
339,0.0,0.25686
439,0.393721,0.44208100000000006
539,0.25311999999999996,0.0
639,0.14972,0.0
739,0.037029599999999996,0.0
839,0.636408,0.630112
939,0.0,0.0649004
1039,0.0,0.259323
1139,0.0,0.342457
1239,0.198947,0.529434
1339,0.0,0.41262299999999996
1439,0.5089229999999999,0.9541360000000001
1539,0.0,0.46102299999999996
1639,0.570561,0.5755819999999999
1739,0.5993609999999999,0.647119
1839,1.80214,1.10689
1939,1.25015,0.704495
2039,2.1720200000000003,3.21962
2139,0.8663649999999999,1.15434
2239,0.398706,0.027100599999999996
2339,0.0890363,0.134916
2439,0.728457,0.21118499999999998
2539,0.568856,0.111529
2639,0.584957,0.0776132
2739,0.18091600000000002,0.0624354
2839,0.0,0.0
2939,0.254456,0.014065200000000002
3039,0.505394,0.155068
3139,0.576833,0.39426500000000003
3239,0.582445,0.0
3339,0.258196,0.019344099999999996
3439,0.0,0.0556607
3539,0.0320504,0.0840447
3639,0.183033,0.295221
3739,0.42386899999999994,0.133248
3839,0.0,0.0
3939,0.0,0.0
4039,0.818001,0.29468
4139,0.870059,0.31856999999999996
4239,0.015220600000000003,0.0
4339,0.0,0.0
4439,0.731626,0.189025
4539,0.0,0.0
4639,0.0,0.0
4739,0.258869,0.0
4839,0.0,0.248268
4939,1.9452599999999998,1.6414900000000001
5039,0.938082,0.30996399999999996
5139,0.632041,0.138853
5239,0.0,0.0632949
5339,0.683895,0.29530100000000004
5439,0.625521,0.0
5539,0.41688000000000003,0.43076099999999995
5639,0.337744,0.37887
5739,0.0,0.0
96,0.0,0.0
196,0.0,0.0
296,0.0,0.0
396,0.0,0.0
496,0.0,0.0
596,0.0,0.0
696,0.0,0.0
796,0.0,0.0
896,0.0,0.0
996,0.0,0.0
1096,0.655469,0.612933
1196,0.0,0.0
1296,0.0,0.0
1396,0.44305900000000004,0.507709
1496,0.0,0.0
1596,0.330127,0.25855
1696,0.0,0.0300811
1796,0.23850700000000002,0.187653
1896,0.276467,0.197723
1996,0.450804,0.136973
2096,0.12038800000000001,0.188664
2196,0.269796,0.212425
2296,0.0,0.0689677
2396,0.00683833,0.135703
2496,0.192244,0.214434
2596,0.0147542,0.23641700000000002
2696,0.114069,0.0965949
2796,0.0,0.082775
2896,0.39776500000000004,0.183677
2996,0.41319799999999995,0.264374
3096,0.762235,0.0211801
3196,0.0,0.265534
3296,0.0,0.00575117
3396,0.29370100000000005,0.032911199999999995
3496,0.006027,0.297948
3596,0.333941,0.172346
3696,0.439047,0.14199
3796,0.0,0.0
3896,0.0,0.0664238
3996,0.0,0.193327
4096,0.0,0.148607
4196,0.0,0.0965596
4296,0.0,0.0847447
4396,0.0253032,0.14035799999999998
4496,0.0432474,0.175811
4596,0.426903,0.186719
4696,0.0,0.0464307
4796,0.0580237,0.310748
4896,0.0189832,0.273597
4996,0.120744,0.45056199999999996
5096,0.403248,0.148786
5196,0.0,0.0
81,0.723514,0.00808717
181,1.0190700000000001,0.0
281,1.39299,0.0
381,0.637259,0.0
481,0.92211,0.0
581,1.07019,0.171309
681,1.7004099999999998,0.594082
781,0.0,0.0
881,0.48753900000000006,0.29081999999999997
981,0.467819,0.176967
1081,1.26216,0.78476
1181,0.772705,0.00622055
1281,0.5012310000000001,0.0
1381,1.25766,0.157924
1481,0.0,0.0
1581,0.0,0.0
1681,0.0,0.0
1781,0.0,0.0
1881,0.0,0.0
1981,0.0,0.0
2081,0.0,0.0
2181,0.0,0.0
2281,0.0,0.0
2381,0.0,0.0
2481,0.0,0.0
2581,0.0,0.0
2681,0.606358,0.48306800000000005
2781,0.358272,0.23544099999999998
2881,2.20758,1.3052700000000002
2981,1.0341,0.538222
3081,0.0,0.0
3181,0.927076,0.408346
3281,0.0,0.0
3381,0.537895,0.878501
3481,0.120227,0.139701
3581,0.0,0.0
3681,0.68079,0.866316
3781,0.9205840000000001,0.771429
3881,0.644022,0.0
3981,0.9148620000000001,0.535017
4081,1.39865,0.8757149999999999
4181,0.653709,0.354665
4281,1.29023,0.8371559999999999
4381,1.01601,0.45962
4481,0.39774299999999996,0.5062939999999999
4581,0.637138,0.569249
4681,0.718546,0.788682
4781,0.9057559999999999,0.812471
4881,1.55101,0.949765
4981,0.6630739999999999,1.07741
5081,0.7940010000000001,0.5821189999999999
5181,0.714042,0.0
5281,0.0,0.0
86,0.12048900000000001,1.07981
186,2.58603,3.03911
286,0.0,0.015533100000000001
386,0.0,0.825658
486,0.0,0.022316299999999997
586,0.0,0.0
686,0.0,0.0
786,0.0,0.0
886,0.0,0.0
986,0.08221160000000001,0.0666041
1086,0.0,0.176374
1186,1.69143,3.7603400000000002
1286,0.0,0.026183699999999997
1386,0.886592,2.31829
1486,2.04039,2.1390000000000002
1586,2.22478,3.7750199999999996
1686,0.0106875,0.632904
1786,0.0,0.472441
1886,0.0,0.0
1986,0.54128,1.2676399999999999
2086,0.00421172,0.924344
2186,0.0,0.439068
2286,0.0135809,0.13939100000000001
2386,0.000756543,0.39811199999999997
2486,0.0,0.0
2586,0.268332,0.6280279999999999
2686,1.1097299999999999,0.023716400000000002
2786,0.0,0.07571950000000001
2886,0.0,0.0425005
2986,0.0,0.616418
3086,0.176895,1.1876799999999998
3186,1.25739,1.9888099999999997
3286,0.0,0.0
3386,0.0,0.0
3486,0.681092,1.23767
3586,1.16278,0.346437
3686,1.35115,3.0482400000000003
3786,0.0,0.07607739999999999
3886,0.35593400000000003,0.555361
3986,0.0,0.0
4086,0.0,0.0
4186,0.500606,0.0
4286,0.0,0.0
4386,1.1024,2.62391
4486,0.0,0.0
4586,0.0,0.0
4686,0.11494800000000001,1.6574799999999998
4786,1.5830799999999998,2.88142
4886,0.6138819999999999,1.47771
4986,0.0,0.05475309999999999
5086,0.625862,0.693625
5186,0.0,0.139818
5286,0.679194,2.54155
5386,0.107701,0.8875290000000001
21,0.0,1.59913
121,0.5352210000000001,1.26263
221,0.682844,1.36165
321,0.0,0.565639
421,0.315708,1.40985
521,0.411576,0.94889
621,0.0,0.9786530000000001
721,0.587295,0.24508899999999997
821,0.0,0.0
921,0.0,0.198863
1021,0.0,0.957541
1121,0.0,1.09675
1221,0.0,0.408535
1321,0.0835523,1.33552
1421,1.15561,1.8858099999999998
1521,1.0100799999999999,1.8026200000000001
1621,0.0,1.00527
1721,0.957219,2.3235200000000003
1821,0.449333,1.8831200000000001
1921,0.398287,1.8861900000000003
2021,0.956508,1.7984900000000001
2121,0.338402,1.53951
2221,1.5489899999999999,2.50545
2321,0.0,0.801573
2421,0.15101900000000001,0.9020030000000001
2521,0.0,0.6006520000000001
2621,0.940873,0.900839
2721,1.6581299999999999,2.6358
2821,1.24738,2.03835
2921,0.9533020000000001,1.68619
3021,1.22865,1.59324
3121,0.692371,1.9021599999999999
3221,0.189697,0.9593809999999999
3321,0.8244090000000001,1.2655100000000001
3421,0.873871,1.5772700000000002
3521,0.0,0.0
3621,0.97152,1.54732
3721,1.97722,2.4431
3821,1.5290000000000001,2.21886
3921,1.74518,2.04264
4021,1.64946,1.85625
4121,1.1497700000000002,1.76955
4221,0.585262,1.4130200000000002
4321,2.02205,2.5899099999999997
4421,1.18026,1.60151
4521,0.756153,1.2803
4621,0.153591,0.518834
4721,0.179617,0.646608
4821,0.722278,2.47585
4921,0.527183,0.8864049999999999
5021,2.25297,2.36435
5121,1.1760899999999999,1.92163
5221,1.76974,2.27872
5321,1.42357,2.36822
5421,0.053154999999999994,0.41727700000000006
5521,2.12743,2.36885
5621,0.406449,0.5678380000000001
5721,0.577056,0.940874
5821,0.8416959999999999,1.26936
78,0.0,0.0
178,0.0,0.0
278,0.0,0.0
378,0.23044299999999998,1.15646
478,0.376838,1.64212
578,0.0201773,1.2954700000000001
678,0.0,1.3565200000000002
778,0.062735,1.47411
878,0.047468199999999995,1.37735
978,0.194453,2.02909
1078,0.0,1.12876
1178,0.029598900000000004,1.14844
1278,1.61845,2.98367
1378,0.0,0.0
1478,0.0251479,1.8554099999999998
1578,0.0399502,0.745981
1678,0.18691300000000002,1.07866
1778,0.0,0.0
1878,0.07952419999999999,1.2185700000000002
1978,0.93121,1.7016900000000001
2078,0.07233239999999999,0.637215
2178,0.856757,2.3889
2278,0.0,0.0
2378,0.028353700000000003,0.7042390000000001
2478,0.0,0.0
2578,0.0,0.0
2678,0.0,0.0
2778,0.0,1.13055
2878,0.07268250000000001,1.50975
2978,0.0,0.0
3078,0.765834,1.77168
3178,0.0,0.0
3278,0.113936,1.5448
3378,0.6019760000000001,1.99915
3478,0.0,1.17851
3578,0.0,1.41713
3678,0.0,1.0437100000000001
3778,0.141779,0.17377
3878,0.0,0.0
3978,0.09595980000000001,1.2139
4078,0.23259899999999997,1.4174
4178,0.0,1.0951600000000001
4278,0.034069300000000004,1.35089
4378,0.0318,1.7069900000000002
4478,0.0,1.2662200000000001
4578,0.0,1.28983
4678,1.8917099999999998,2.20412
4778,0.137986,1.26912
4878,0.411923,1.9036
4978,0.0612071,1.8627099999999999
5078,1.7655299999999998,2.9182
5178,0.0,0.0
5278,0.163863,1.20691
66,0.398912,0.520471
166,0.426831,0.35181
266,1.30169,1.40098
366,1.1221,1.57495
466,0.695052,1.0325
566,0.599542,0.989118
666,1.11422,1.2683
766,1.0285799999999998,1.03604
866,0.784987,0.844297
966,1.07686,0.907335
1066,0.9004049999999999,0.60692
1166,0.297308,0.119077
1266,0.91314,0.8735860000000001
1366,1.26312,1.3024
1466,1.9510900000000002,1.47644
1566,1.2861200000000002,1.48759
1666,0.958031,0.8577319999999999
1766,0.736938,1.12634
1866,0.740717,0.896142
1966,0.814839,1.04324
2066,2.4807799999999998,2.33633
2166,0.659076,0.656987
2266,1.50116,0.86146
2366,1.0262799999999999,1.1105399999999999
2466,2.13613,1.7357599999999997
2566,1.45634,1.0905799999999999
2666,1.66403,1.8082200000000002
2766,0.918481,0.8815430000000001
2866,1.48807,1.8186799999999999
2966,0.9437450000000001,1.49928
3066,0.622585,1.2469299999999999
3166,0.945098,1.3290899999999999
3266,1.19571,1.23433
3366,1.03179,1.10008
3466,1.1282299999999998,1.04967
3566,1.27486,1.28151
3666,1.9035099999999998,1.40762
3766,1.71174,1.49403
3866,1.38515,0.9618950000000001
3966,0.695279,1.0303799999999999
4066,1.32016,1.60311
4166,1.06276,1.3525200000000002
4266,1.2900399999999999,1.2926600000000001
4366,1.19618,1.2003700000000002
4466,0.763058,1.4586700000000001
4566,0.8282280000000001,1.22506
4666,0.6673020000000001,0.747313
4766,0.914264,0.758776
4866,0.9552370000000001,0.985215
4966,1.09124,1.29026
5066,0.5444220000000001,0.875201
5166,0.6322979999999999,0.900775
5266,0.685228,0.724779
5366,0.96104,1.43587
5466,0.876051,1.53013
5566,0.787461,1.33999
5666,1.18093,1.23688
5766,1.25626,1.75364
5866,1.52109,1.69608
5966,2.17004,2.19864
89,0.0,0.0
189,0.0,0.0
289,0.0,0.0
389,0.0,0.0
489,0.0,0.00882448
589,0.0,0.0
689,0.0,0.0
789,0.0,0.0
889,0.0,0.0
989,0.0,0.0
1089,0.0,0.0
1189,0.0,0.0
1289,0.0,0.0
1389,0.0,0.0
1489,0.0,0.0
1589,0.0,0.0
1689,0.0,0.0
1789,0.0,0.0
1889,0.0,0.0
1989,0.0,0.0
2089,0.0,0.0
2189,0.0,0.0
2289,0.0,0.0
2389,0.0,0.0
2489,0.0,0.0
2589,0.0,0.0
2689,0.0,0.0
2789,0.0,0.0
2889,0.0,0.0
2989,0.0,0.0
3089,0.0,0.0
3189,0.0,0.0
3289,0.0,0.0
3389,0.0,0.0
3489,0.7343770000000001,0.920689
3589,0.0,0.0
3689,0.0,0.0
3789,0.0,0.0
3889,0.0,0.0
3989,0.0,0.0
4089,0.0,0.0
4189,0.0,0.0
4289,0.0,0.0
4389,0.0,0.0
4489,0.0176173,0.0
4589,0.0,0.0
4689,0.0,0.0
4789,0.0,0.0
4889,0.0,0.0
4989,0.0,0.0
5089,0.0,0.0
5189,0.0,0.0
5289,0.0,0.0406302
18,0.29577800000000004,0.492658
118,0.212961,0.23426599999999997
218,0.968966,0.8351870000000001
318,2.0638900000000002,1.63814
418,2.4397900000000003,1.8135299999999999
518,0.5655100000000001,0.281071
618,0.7635,0.48003199999999996
718,1.71107,1.6356700000000002
818,0.27973200000000004,0.515903
918,0.733528,1.1237
1018,1.5177100000000001,1.4744
1118,1.08571,1.40375
1218,3.1280799999999997,3.5292199999999996
1318,1.55056,1.05654
1418,0.39449,1.1975
1518,2.1530400000000003,1.80607
1618,2.35468,2.01357
1718,0.802892,1.15419
1818,2.91202,2.83523
1918,2.18195,1.8062599999999998
2018,1.32382,1.45445
2118,1.28931,1.3870799999999999
2218,2.8698,2.85849
2318,1.8921299999999999,1.72417
2418,0.9100600000000001,0.544553
2518,1.17455,1.12194
2618,0.800412,1.17296
2718,0.756301,1.13018
2818,1.49124,1.23909
2918,0.17338599999999998,0.23269499999999999
3018,1.9652599999999998,2.38762
3118,2.1947400000000004,2.21413
3218,0.169294,0.358923
3318,0.643654,0.649457
3418,0.6256010000000001,0.382231
3518,1.72576,0.9723510000000001
3618,1.21656,1.13927
3718,2.72125,1.72443
3818,2.32497,2.29451
3918,3.25202,3.26112
4018,1.31362,1.48132
4118,3.13815,3.1888900000000002
4218,1.65464,1.7498099999999999
4318,2.52731,3.13112
4418,1.55203,1.6712799999999999
4518,0.0,0.0
4618,0.0,0.0
4718,0.0,0.59223
4818,1.7888400000000002,1.56912
4918,0.0,0.111654
5018,0.0,0.0
5118,0.718884,0.369163
62,1.0919299999999998,1.58836
162,0.750664,1.67487
262,0.12938,1.21374
362,2.28159,2.67671
462,1.5630600000000001,2.10493
562,0.0,0.0
662,0.6440819999999999,0.786363
762,0.455715,1.27367
862,0.0,0.84362
962,0.185184,2.19415
1062,1.25915,1.94983
1162,0.877808,1.7867400000000002
1262,1.61676,2.40882
1362,1.04978,2.39907
1462,1.2967899999999999,1.17665
1562,1.6621400000000002,2.95906
1662,0.0,1.6091799999999998
1762,0.254281,1.97058
1862,0.364109,1.73879
1962,1.41602,2.81925
2062,0.104771,1.7521200000000001
2162,0.382783,2.2701700000000002
2262,0.0,0.0
2362,0.0,0.8337049999999999
2462,0.275936,1.73375
2562,0.0,0.9566100000000001
2662,0.0,0.877518
2762,0.7723939999999999,1.64989
2862,0.0265655,0.9922040000000001
2962,0.989524,0.6515350000000001
3062,0.0,0.23972100000000002
3162,0.013211500000000001,1.11879
3262,2.1299,3.5640199999999997
3362,0.967008,2.5323700000000002
3462,0.0,1.09375
3562,0.192688,0.8578809999999999
3662,0.0,0.673737
3762,0.0,0.34005100000000005
3862,0.0787641,1.13544
3962,0.0,0.0
4062,0.04372,1.3845100000000001
4162,1.8040599999999998,3.2509200000000003
4262,0.625359,1.93015
4362,0.0,0.0
4462,1.9755900000000002,3.10543
4562,0.16891099999999998,1.42765
4662,1.32903,2.6983
4762,0.540134,1.66609
4862,0.0,0.0
4962,0.0,1.0266600000000001
5062,0.747397,2.5766
5162,1.18126,2.9666900000000003
5262,0.0,0.769651
5362,0.933033,1.20015
5462,0.0,0.1233
5562,0.399622,1.17108
47,1.3736,1.0803
147,1.5122,1.45259
247,1.09089,1.60014
347,0.321871,0.9425309999999999
447,0.392177,0.573626
547,0.544817,0.814146
647,1.53759,0.950887
747,1.03441,0.776204
847,1.04324,0.704462
947,1.78605,1.9465
1047,1.14317,0.9169709999999999
1147,1.98163,0.75153
1247,0.854507,0.925005
1347,0.156923,0.419782
1447,0.578732,1.01237
1547,1.72177,1.43915
1647,1.52654,1.72525
1747,1.1606299999999998,0.9906780000000001
1847,1.6843099999999998,1.9011099999999999
1947,1.2482799999999998,0.658655
2047,0.6112770000000001,1.9036
2147,0.988973,0.47640699999999997
2247,0.812135,0.689751
2347,0.626368,0.396381
2447,1.27498,0.506601
2547,0.464554,1.15872
2647,0.152593,0.251289
2747,0.562383,0.603071
2847,1.71022,1.6294
2947,1.1266,0.985476
3047,1.00829,0.954709
3147,1.13714,1.1752799999999999
3247,1.19032,1.1674
3347,0.621962,0.888732
3447,1.1251799999999998,0.979798
3547,2.22802,2.4885099999999998
3647,2.34934,2.55816
3747,2.09314,1.35679
3847,0.6382399999999999,1.03167
3947,0.966793,0.756374
4047,1.0828,0.681529
4147,0.06021080000000001,0.0
4247,0.0750753,0.0
4347,0.549976,0.197681
4447,1.52199,1.59799
4547,0.9155260000000001,0.785589
4647,0.478815,0.944857
4747,1.60687,1.32267
4847,1.3498,1.01635
4947,0.950945,0.889599
5047,1.5529700000000002,1.09054
5147,1.5207,1.59786
5247,0.7288100000000001,1.0633299999999999
5347,1.13055,2.54814
6,0.0,0.0
106,0.0,0.0
206,0.0,0.0
306,0.0,0.0
406,0.0,0.0
506,0.0,0.0
606,0.0,0.0
706,0.0,0.0
