AU06_r,AU12_r,sigmas,pis,as,bs
0.49595205950387017,0.6068075208973587,"[[ 0.00897655  0.00098784]
 [ 0.00098784  0.00999458]]",0.028392463453055364,[ 13.31557137  13.87898812],[ 13.53293367   8.99315443]
0.0010623656334674484,0.0011013739557730565,"[[  1.00193379e-04   2.43197601e-09]
 [  2.43197601e-09   1.00285406e-04]]",0.1887825414414382,[ 2.  2.],[ 1880.59101857  1813.91364996]
0.34445880975248305,0.42164956117308316,"[[ 0.00654781  0.00036351]
 [ 0.00036351  0.0117606 ]]",0.05379224367461695,[ 11.53449544   8.32144156],[ 21.95135283  11.41400305]
0.10260428782566179,0.0012731004249027533,"[[  7.07917670e-03  -1.94269467e-06]
 [ -1.94269467e-06   1.00718307e-04]]",0.0691193463392621,[ 2.  2.],[   17.49236277  1568.96797776]
0.0011840432991824534,0.08632288105997127,"[[  1.00474334e-04   1.68835129e-06]
 [  1.68835129e-06   4.51987682e-03]]",0.1383339106660734,[ 2.  2.],[ 1687.12741737    21.16882819]
0.21881474004672713,0.22394717164658576,"[[  5.91307226e-03   4.39941154e-05]
 [  4.39941154e-05   1.01034093e-02]]",0.21840022050437818,[ 6.10667277  3.62830318],[ 21.80128611  12.57329988]
0.09202949789420287,0.1224745984918109,"[[ 0.00449072 -0.00027621]
 [-0.00027621  0.00684376]]",0.3031792739211758,[ 2.  2.],[ 19.73216247  14.32991677]
